"ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B","UniprotID","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology.IDs","Gene.Ontology..cellular.component.","Gene.Ontology..molecular.function.","Interacts.with","Gene.Ontology..GO.","Subcellular.location..CC.","IsSelenoprotein"
"P27641",1.64875095043566,17.9114822916667,3.71338850396778,0.000902202607756742,0.706917313448376,-4.33825381967017,"P27641","P27641","P27641","reviewed","XRCC5_MOUSE","X-ray repair cross-complementing protein 5 (EC 3.6.4.-) (ATP-dependent DNA helicase 2 subunit 2) (ATP-dependent DNA helicase II 80 kDa subunit) (CTC box-binding factor 85 kDa subunit) (CTC85) (CTCBF) (DNA repair protein XRCC5) (Ku autoantigen protein p86 homolog) (Ku80) (Nuclear factor IV)","Xrcc5 G22p2","Mus musculus (Mouse)",732,"activation of innate immune response [GO:0002218]; cellular response to gamma radiation [GO:0071480]; cellular response to leukemia inhibitory factor [GO:1990830]; DNA damage response [GO:0006974]; double-strand break repair [GO:0006302]; double-strand break repair via nonhomologous end joining [GO:0006303]; hematopoietic stem cell differentiation [GO:0060218]; hematopoietic stem cell proliferation [GO:0071425]; innate immune response [GO:0045087]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of t-circle formation [GO:1904430]; neurogenesis [GO:0022008]; positive regulation of neurogenesis [GO:0050769]; protein localization to chromosome, telomeric region [GO:0070198]; recombinational repair [GO:0000725]; regulation of smooth muscle cell proliferation [GO:0048660]; small-subunit processome assembly [GO:0034462]; telomere maintenance via telomerase [GO:0007004]","GO:0000725; GO:0000781; GO:0000976; GO:0002218; GO:0003678; GO:0003684; GO:0003691; GO:0003723; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005886; GO:0005958; GO:0006302; GO:0006303; GO:0006974; GO:0007004; GO:0016887; GO:0022008; GO:0031625; GO:0032040; GO:0032993; GO:0034462; GO:0034511; GO:0043564; GO:0044877; GO:0045027; GO:0045087; GO:0045892; GO:0048660; GO:0050769; GO:0051575; GO:0060218; GO:0070198; GO:0070418; GO:0070419; GO:0071425; GO:0071480; GO:0090734; GO:1904430; GO:1990830; GO:1990904","chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; DNA-dependent protein kinase complex [GO:0070418]; DNA-dependent protein kinase-DNA ligase 4 complex [GO:0005958]; Ku70:Ku80 complex [GO:0043564]; nonhomologous end joining complex [GO:0070419]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-DNA complex [GO:0032993]; ribonucleoprotein complex [GO:1990904]; site of DNA damage [GO:0090734]; small-subunit processome [GO:0032040]","5'-deoxyribose-5-phosphate lyase activity [GO:0051575]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; damaged DNA binding [GO:0003684]; DNA end binding [GO:0045027]; DNA helicase activity [GO:0003678]; double-stranded telomeric DNA binding [GO:0003691]; protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]; transcription cis-regulatory region binding [GO:0000976]; U3 snoRNA binding [GO:0034511]; ubiquitin protein ligase binding [GO:0031625]","","chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; DNA-dependent protein kinase complex [GO:0070418]; DNA-dependent protein kinase-DNA ligase 4 complex [GO:0005958]; Ku70:Ku80 complex [GO:0043564]; nonhomologous end joining complex [GO:0070419]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-DNA complex [GO:0032993]; ribonucleoprotein complex [GO:1990904]; site of DNA damage [GO:0090734]; small-subunit processome [GO:0032040]; 5'-deoxyribose-5-phosphate lyase activity [GO:0051575]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; damaged DNA binding [GO:0003684]; DNA end binding [GO:0045027]; DNA helicase activity [GO:0003678]; double-stranded telomeric DNA binding [GO:0003691]; protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]; transcription cis-regulatory region binding [GO:0000976]; U3 snoRNA binding [GO:0034511]; ubiquitin protein ligase binding [GO:0031625]; activation of innate immune response [GO:0002218]; cellular response to gamma radiation [GO:0071480]; cellular response to leukemia inhibitory factor [GO:1990830]; DNA damage response [GO:0006974]; double-strand break repair [GO:0006302]; double-strand break repair via nonhomologous end joining [GO:0006303]; hematopoietic stem cell differentiation [GO:0060218]; hematopoietic stem cell proliferation [GO:0071425]; innate immune response [GO:0045087]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of t-circle formation [GO:1904430]; neurogenesis [GO:0022008]; positive regulation of neurogenesis [GO:0050769]; protein localization to chromosome, telomeric region [GO:0070198]; recombinational repair [GO:0000725]; regulation of smooth muscle cell proliferation [GO:0048660]; small-subunit processome assembly [GO:0034462]; telomere maintenance via telomerase [GO:0007004]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P13010}. Nucleus, nucleolus {ECO:0000250|UniProtKB:P13010}. Chromosome {ECO:0000250|UniProtKB:P13010}.",FALSE
"Q8K0E8",2.35735336211375,18.4089309366667,3.60721850823277,0.00119281942525858,0.706917313448376,-4.34942186650066,"Q8K0E8","Q8K0E8","Q8K0E8","reviewed","FIBB_MOUSE","Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]","Fgb","Mus musculus (Mouse)",481,"adaptive immune response [GO:0002250]; blood coagulation, fibrin clot formation [GO:0072378]; cell-matrix adhesion [GO:0007160]; cellular response to interleukin-1 [GO:0071347]; cellular response to leptin stimulus [GO:0044320]; fibrinolysis [GO:0042730]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; plasminogen activation [GO:0031639]; platelet aggregation [GO:0070527]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of exocytosis [GO:0045921]; positive regulation of heterotypic cell-cell adhesion [GO:0034116]; positive regulation of peptide hormone secretion [GO:0090277]; positive regulation of protein secretion [GO:0050714]; positive regulation of vasoconstriction [GO:0045907]; protein polymerization [GO:0051258]; response to calcium ion [GO:0051592]","GO:0002250; GO:0005102; GO:0005198; GO:0005577; GO:0005783; GO:0005938; GO:0007160; GO:0009897; GO:0031091; GO:0031639; GO:0034116; GO:0042730; GO:0043152; GO:0044320; GO:0045087; GO:0045202; GO:0045907; GO:0045921; GO:0050714; GO:0050839; GO:0051087; GO:0051258; GO:0051592; GO:0062023; GO:0070374; GO:0070527; GO:0071347; GO:0072378; GO:0072562; GO:0090277; GO:1902042; GO:2000352","blood microparticle [GO:0072562]; cell cortex [GO:0005938]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; fibrinogen complex [GO:0005577]; platelet alpha granule [GO:0031091]; synapse [GO:0045202]","cell adhesion molecule binding [GO:0050839]; protein-folding chaperone binding [GO:0051087]; signaling receptor binding [GO:0005102]; structural molecule activity [GO:0005198]","","blood microparticle [GO:0072562]; cell cortex [GO:0005938]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; fibrinogen complex [GO:0005577]; platelet alpha granule [GO:0031091]; synapse [GO:0045202]; cell adhesion molecule binding [GO:0050839]; protein-folding chaperone binding [GO:0051087]; signaling receptor binding [GO:0005102]; structural molecule activity [GO:0005198]; adaptive immune response [GO:0002250]; blood coagulation, fibrin clot formation [GO:0072378]; cell-matrix adhesion [GO:0007160]; cellular response to interleukin-1 [GO:0071347]; cellular response to leptin stimulus [GO:0044320]; fibrinolysis [GO:0042730]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; plasminogen activation [GO:0031639]; platelet aggregation [GO:0070527]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of exocytosis [GO:0045921]; positive regulation of heterotypic cell-cell adhesion [GO:0034116]; positive regulation of peptide hormone secretion [GO:0090277]; positive regulation of protein secretion [GO:0050714]; positive regulation of vasoconstriction [GO:0045907]; protein polymerization [GO:0051258]; response to calcium ion [GO:0051592]","SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P02675}.",FALSE
"Q9JHQ5",-2.12802718174667,15.0276408716667,-3.60168266585852,0.00121024653881059,0.706917313448376,-4.3500065047011,"Q9JHQ5","Q9JHQ5","Q9JHQ5","reviewed","LZTL1_MOUSE","Leucine zipper transcription factor-like protein 1","Lztfl1","Mus musculus (Mouse)",299,"flagellated sperm motility [GO:0030317]; negative regulation of protein localization to ciliary membrane [GO:1903568]; spermatogenesis [GO:0007283]","GO:0002177; GO:0005737; GO:0005829; GO:0005929; GO:0007283; GO:0030317; GO:0042802; GO:0044877; GO:1903568","cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; manchette [GO:0002177]","identical protein binding [GO:0042802]; protein-containing complex binding [GO:0044877]","","cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; manchette [GO:0002177]; identical protein binding [GO:0042802]; protein-containing complex binding [GO:0044877]; flagellated sperm motility [GO:0030317]; negative regulation of protein localization to ciliary membrane [GO:1903568]; spermatogenesis [GO:0007283]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22072986, ECO:0000269|PubMed:22093827}.",FALSE
"Q9D2M8",-1.42428725476806,21.4926803463333,-3.58951090662282,0.00124943932356448,0.706917313448376,-4.35129271870853,"Q9D2M8","Q9D2M8","Q9D2M8","reviewed","UB2V2_MOUSE","Ubiquitin-conjugating enzyme E2 variant 2 (Ubc-like protein MMS2)","Ube2v2 Mms2 Uev2","Mus musculus (Mouse)",145,"DNA double-strand break processing [GO:0000729]; error-free postreplication DNA repair [GO:0042275]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of protein K63-linked ubiquitination [GO:1902523]","GO:0000729; GO:0005634; GO:0005654; GO:0031372; GO:0042275; GO:1902523; GO:2000781","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; UBC13-MMS2 complex [GO:0031372]","","","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; UBC13-MMS2 complex [GO:0031372]; DNA double-strand break processing [GO:0000729]; error-free postreplication DNA repair [GO:0042275]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of protein K63-linked ubiquitination [GO:1902523]","",FALSE
"Q400C8",-2.34379710347721,14.9948232913333,-3.53753336234827,0.00143114706462816,0.706917313448376,-4.35679658125703,"Q400C8","Q400C8","Q400C8","reviewed","AMZ2_MOUSE","Archaemetzincin-2 (EC 3.4.-.-) (Archeobacterial metalloproteinase-like protein 2)","Amz2","Mus musculus (Mouse)",359,"proteolysis [GO:0006508]","GO:0006508; GO:0008237; GO:0046872","","metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]","","metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; proteolysis [GO:0006508]","",FALSE
"Q8K353",-1.15591588534893,20.0811739953333,-3.45172881032662,0.00178861845937788,0.706917313448376,-4.36591883108387,"Q8K353","Q8K353","Q8K353","reviewed","CYTM1_MOUSE","Cysteine-rich and transmembrane domain-containing protein 1","Cystm1","Mus musculus (Mouse)",104,"","GO:0016020","membrane [GO:0016020]","","","membrane [GO:0016020]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.",FALSE
"Q8CHP0",-2.79010747828964,16.0531377353333,-3.45119131584766,0.00179110972419831,0.706917313448376,-4.36597610427026,"Q8CHP0","Q8CHP0","Q8CHP0","reviewed","ZC3H3_MOUSE","Zinc finger CCCH domain-containing protein 3 (Smad-interacting CPSF-like factor)","Zc3h3 Kiaa0150 Smicl Zc3hdc3 Zfp623","Mus musculus (Mouse)",950,"mRNA 3'-end processing [GO:0031124]; mRNA transport [GO:0051028]; positive regulation of activin receptor signaling pathway [GO:0032927]","GO:0003677; GO:0005634; GO:0005847; GO:0008270; GO:0031124; GO:0032927; GO:0046332; GO:0051028; GO:0070412","mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleus [GO:0005634]","DNA binding [GO:0003677]; R-SMAD binding [GO:0070412]; SMAD binding [GO:0046332]; zinc ion binding [GO:0008270]","","mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleus [GO:0005634]; DNA binding [GO:0003677]; R-SMAD binding [GO:0070412]; SMAD binding [GO:0046332]; zinc ion binding [GO:0008270]; mRNA 3'-end processing [GO:0031124]; mRNA transport [GO:0051028]; positive regulation of activin receptor signaling pathway [GO:0032927]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16115198}.",FALSE
"Q9CQ91",-2.10719797120613,20.311518764,-3.41073618385836,0.00198857279762566,0.706917313448376,-4.37029102295992,"Q9CQ91","Q9CQ91","Q9CQ91","reviewed","NDUA3_MOUSE","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (CI-B9) (NADH-ubiquinone oxidoreductase B9 subunit)","Ndufa3","Mus musculus (Mouse)",84,"aerobic respiration [GO:0009060]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","GO:0005739; GO:0005743; GO:0009060; GO:0042776; GO:0045271","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]","","","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; aerobic respiration [GO:0009060]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:38575788}; Single-pass membrane protein {ECO:0000255}.",FALSE
"Q8C166",2.07621167407422,20.0533974936667,3.40281713634777,0.00202961677506939,0.706917313448376,-4.37113658938308,"Q8C166","Q8C166","Q8C166","reviewed","CPNE1_MOUSE","Copine-1 (Copine I)","Cpne1","Mus musculus (Mouse)",536,"neuron projection extension [GO:1990138]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]","GO:0001786; GO:0005509; GO:0005544; GO:0005634; GO:0005737; GO:0005886; GO:0016020; GO:0045666; GO:0051897; GO:1990138","cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; phosphatidylserine binding [GO:0001786]","","cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; phosphatidylserine binding [GO:0001786]; neuron projection extension [GO:1990138]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q99829}. Cytoplasm {ECO:0000250|UniProtKB:Q99829}. Cell membrane {ECO:0000250|UniProtKB:Q99829}. Note=Translocates to the cell membrane in a calcium-dependent manner. {ECO:0000250|UniProtKB:Q99829}.",FALSE
"Q8VCM7",1.61968598461477,18.4457379846667,3.33586190196954,0.00241093004361866,0.706917313448376,-4.37829662925062,"Q8VCM7","Q8VCM7","Q8VCM7","reviewed","FIBG_MOUSE","Fibrinogen gamma chain","Fgg","Mus musculus (Mouse)",436,"adaptive immune response [GO:0002250]; innate immune response [GO:0045087]; platelet activation [GO:0030168]; protein polymerization [GO:0051258]","GO:0002250; GO:0005102; GO:0005577; GO:0005938; GO:0030168; GO:0045087; GO:0045202; GO:0046872; GO:0051258; GO:0062023","cell cortex [GO:0005938]; collagen-containing extracellular matrix [GO:0062023]; fibrinogen complex [GO:0005577]; synapse [GO:0045202]","metal ion binding [GO:0046872]; signaling receptor binding [GO:0005102]","","cell cortex [GO:0005938]; collagen-containing extracellular matrix [GO:0062023]; fibrinogen complex [GO:0005577]; synapse [GO:0045202]; metal ion binding [GO:0046872]; signaling receptor binding [GO:0005102]; adaptive immune response [GO:0002250]; innate immune response [GO:0045087]; platelet activation [GO:0030168]; protein polymerization [GO:0051258]","SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P02679}.",FALSE
