"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","value","description"
"1","Igkv1-99",43.5391801821144,2.89273049833845,0.745274225562272,3.88143102111982,0.000103843607437441,0.999948113627776,"MUT","immunoglobulin kappa variable 1-99 [Source:MGI Symbol;Acc:MGI:4439724]"
"2","C8g",12.3096406249328,-0.904679744360972,0.254833041751379,-3.55008808176296,0.000385102278829504,0.999948113627776,"MUT","complement component 8, gamma polypeptide [Source:MGI Symbol;Acc:MGI:88237]"
"3","Metrn",51.3670296169514,-0.472860026710159,0.150630235033266,-3.13921057486056,0.001694036662684,0.999948113627776,"MUT","meteorin, glial cell differentiation regulator [Source:MGI Symbol;Acc:MGI:1917333]"
"4","Serpinc1",17.9518986364095,-0.682660484415797,0.221686522106014,-3.0793955263069,0.00207421104833006,0.999948113627776,"MUT","serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1 [Source:MGI Symbol;Acc:MGI:88095]"
"5","Gm9978",34.3601046061035,0.491660037919765,0.163840312556472,3.00084899893182,0.00269228037031414,0.999948113627776,"MUT","predicted gene 9978 [Source:MGI Symbol;Acc:MGI:3641806]"
"6","Pdf",145.195082494087,-0.335309918858424,0.112665062032376,-2.97616592765969,0.00291876893468912,0.999948113627776,"MUT","peptide deformylase (mitochondrial) [Source:MGI Symbol;Acc:MGI:1915273]"
"7","Cox8b",5.2154219423679,-1.18212313693704,0.402468753774356,-2.93717990738679,0.00331211896880207,0.999948113627776,"MUT","cytochrome c oxidase subunit 8B [Source:MGI Symbol;Acc:MGI:105958]"
"8","March9",153.129500944991,-0.296879347808674,0.101230237548377,-2.9327141277012,0.00336013126150271,0.999948113627776,"MUT",NA
"9","Rgs9bp",6.86181954242062,0.883674706040064,0.303970428554651,2.90710747832231,0.00364787838024322,0.999948113627776,"MUT","regulator of G-protein signalling 9 binding protein [Source:MGI Symbol;Acc:MGI:2384418]"
"10","Zbtb42",228.240585519103,-0.23786108807327,0.0829257314396172,-2.868362858475,0.00412602029834689,0.999948113627776,"MUT","zinc finger and BTB domain containing 42 [Source:MGI Symbol;Acc:MGI:3644133]"
"11","Flrt3",683.823622393496,0.267690473524558,0.09493190154388,2.81981577500398,0.00480512272897691,0.999948113627776,"MUT","fibronectin leucine rich transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1918686]"
"12","Ddx51",262.089968021167,-0.371014946214932,0.1320122115518,-2.81045928898289,0.00494708471518684,0.999948113627776,"MUT","DEAD box helicase 51 [Source:MGI Symbol;Acc:MGI:1916913]"
"13","8430408G22Rik",49.3322793008042,-0.537793196542506,0.191504262785371,-2.80825705245653,0.00498104501196031,0.999948113627776,"MUT",NA
"14","Clcc1",636.395302161691,-0.148295790442068,0.0536522642041588,-2.76401737450948,0.00570944990940708,0.999948113627776,"MUT","chloride channel CLIC-like 1 [Source:MGI Symbol;Acc:MGI:2385186]"
"15","Nxt1",199.187266180527,-0.271832905039997,0.0987169245413594,-2.75366059369188,0.00589328491744111,0.999948113627776,"MUT","NTF2-related export protein 1 [Source:MGI Symbol;Acc:MGI:1929619]"
"16","Tmem174",29.1979574821341,0.923813382659713,0.33649508028759,2.74539937365552,0.00604372987632133,0.999948113627776,"MUT","transmembrane protein 174 [Source:MGI Symbol;Acc:MGI:1915594]"
"17","Socs3",1255.29942278292,-0.963898277028395,0.35385019789286,-2.72402921566332,0.00644908013320699,0.999948113627776,"MUT","suppressor of cytokine signaling 3 [Source:MGI Symbol;Acc:MGI:1201791]"
"18","Tmem203",107.697397784598,-0.318929967377151,0.117465215676093,-2.71510136461666,0.00662554877718103,0.999948113627776,"MUT","transmembrane protein 203 [Source:MGI Symbol;Acc:MGI:2443597]"
"19","Inca1",20.5682514978793,-0.611578870085162,0.225990967344113,-2.70620935550013,0.00680561264682382,0.999948113627776,"MUT","inhibitor of CDK, cyclin A1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2144284]"
"20","Mdga2",72.3616157977131,0.460255117644761,0.17038279763747,2.70130038963244,0.00690689258611162,0.999948113627776,"MUT","MAM domain containing glycosylphosphatidylinositol anchor 2 [Source:MGI Symbol;Acc:MGI:2444706]"
"21","Zfp959",134.323566169791,0.214482883859117,0.0794693715556012,2.69893771223613,0.0069561194461781,0.999948113627776,"MUT","zinc finger protein 959 [Source:MGI Symbol;Acc:MGI:2385058]"
"22","Rasd1",55.7620387768815,-0.736580907376204,0.275945744901366,-2.66929612427793,0.00760104030229607,0.999948113627776,"MUT","RAS, dexamethasone-induced 1 [Source:MGI Symbol;Acc:MGI:1270848]"
"23","Ccnd1",2710.74550347887,-0.370531249319071,0.138826361726263,-2.66902657904183,0.00760714301717037,0.999948113627776,"MUT","cyclin D1 [Source:MGI Symbol;Acc:MGI:88313]"
"24","Zswim1",183.430479858892,-0.194701337441671,0.0730669631713329,-2.66469727207796,0.00770576556441113,0.999948113627776,"MUT","zinc finger SWIM-type containing 1 [Source:MGI Symbol;Acc:MGI:1919221]"
"25","Ubd",166.528163713576,-0.755630758770003,0.283639918768405,-2.66404941184243,0.00772062211802244,0.999948113627776,"MUT","ubiquitin D [Source:MGI Symbol;Acc:MGI:1344410]"
"26","Pqlc1",270.346356882088,-0.198526821719409,0.0748194917589235,-2.65341045564816,0.0079682909488693,0.999948113627776,"MUT",NA
"27","Zcchc4",293.410777440377,0.217614648198585,0.0829097395627925,2.62471754640808,0.00867208737291179,0.999948113627776,"MUT","zinc finger, CCHC domain containing 4 [Source:MGI Symbol;Acc:MGI:1926046]"
"28","Ddx56",656.680554915803,-0.207639851675888,0.0799047969661719,-2.59859056726961,0.00936073483802632,0.999948113627776,"MUT","DEAD box helicase 56 [Source:MGI Symbol;Acc:MGI:1277172]"
"29","H2-Aa",8164.48397892575,-0.617121778800089,0.237490182947067,-2.59851489919327,0.00936279817972798,0.999948113627776,"MUT","histocompatibility 2, class II antigen A, alpha [Source:MGI Symbol;Acc:MGI:95895]"
"30","Gm6594",23.9657551536115,-0.485033382102903,0.186854940614035,-2.59577499267081,0.00943778471683869,0.999948113627776,"MUT","predicted pseudogene 6594 [Source:MGI Symbol;Acc:MGI:3643873]"
"31","Ccdc66",239.683679646418,0.212731513069714,0.0819813320184364,2.59487749018123,0.00946246403531916,0.999948113627776,"MUT","coiled-coil domain containing 66 [Source:MGI Symbol;Acc:MGI:2443639]"
"32","Gpt2",339.493851704403,-0.225781632425827,0.0870721882459466,-2.59303960281873,0.00951318153444876,0.999948113627776,"MUT","glutamic pyruvate transaminase (alanine aminotransferase) 2 [Source:MGI Symbol;Acc:MGI:1915391]"
"33","Nfkbia",2280.22033939597,-0.338596362788458,0.130907859201379,-2.58652432981573,0.00969493257055811,0.999948113627776,"MUT","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha [Source:MGI Symbol;Acc:MGI:104741]"
"34","Prpf38b",2466.54045114234,0.200648043888789,0.0782523603366694,2.56411491008744,0.0103439292452865,0.999948113627776,"MUT","PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol;Acc:MGI:1914171]"
"35","Pnn",1979.68992297673,0.166864552823211,0.0651678273051235,2.56053576931346,0.0104510904287047,0.999948113627776,"MUT","pinin [Source:MGI Symbol;Acc:MGI:1100514]"
"36","Lca5",32.913605800436,0.657991436640567,0.257409690805741,2.55620304962463,0.0105821348939015,0.999948113627776,"MUT","Leber congenital amaurosis 5 (human) [Source:MGI Symbol;Acc:MGI:1923032]"
"37","Pla2g5",159.475406834935,-0.59266132185098,0.23194879513266,-2.555138609416,0.0106145520090392,0.999948113627776,"MUT","phospholipase A2, group V [Source:MGI Symbol;Acc:MGI:101899]"
"38","Tsga10",69.8485387180138,0.265089044857084,0.1061477047268,2.49736012228773,0.012512181740882,0.999948113627776,"MUT","testis specific 10 [Source:MGI Symbol;Acc:MGI:2685063]"
"39","Hyls1",136.771801593893,0.208126564314354,0.0833698539132772,2.49642472122898,0.0125452293205915,0.999948113627776,"MUT","HYLS1, centriolar and ciliogenesis associated [Source:MGI Symbol;Acc:MGI:1924082]"
"40","Igkv1-131",7.21502225876377,2.1666446271489,0.871418461263336,2.48634235268302,0.0129063738463331,0.999948113627776,"MUT","immunoglobulin kappa variable 1-131 [Source:MGI Symbol;Acc:MGI:3645551]"
"41","Dnajb4",511.287664022911,0.171602082509139,0.0692241976527017,2.47893205451175,0.0131776406021759,0.999948113627776,"MUT","DnaJ heat shock protein family (Hsp40) member B4 [Source:MGI Symbol;Acc:MGI:1914285]"
"42","Syne4",85.3732738630412,-0.352232846093578,0.142147633336553,-2.47793676071708,0.0132144564451376,0.999948113627776,"MUT","spectrin repeat containing, nuclear envelope family member 4 [Source:MGI Symbol;Acc:MGI:2141950]"
"43","Arhgap39",330.27413859759,0.224256051781259,0.0908176370254529,2.46930066808948,0.0135377417724355,0.999948113627776,"MUT","Rho GTPase activating protein 39 [Source:MGI Symbol;Acc:MGI:107858]"
"44","Trpa1",21.6197929341324,0.53454020879654,0.218276704291384,2.44891093867244,0.0143288873483589,0.999948113627776,"MUT","transient receptor potential cation channel, subfamily A, member 1 [Source:MGI Symbol;Acc:MGI:3522699]"
"45","Pi16",14.5866564279341,-0.724782738152418,0.296288700446479,-2.44620445214495,0.0144369107000091,0.999948113627776,"MUT","peptidase inhibitor 16 [Source:MGI Symbol;Acc:MGI:1921366]"
"46","Acer3",239.871734332885,-0.229782135716457,0.0944872739621933,-2.43188448645898,0.0150204968089647,0.999948113627776,"MUT","alkaline ceramidase 3 [Source:MGI Symbol;Acc:MGI:1913440]"
"47","Serpina10",24.0063197148399,-0.971031615708503,0.400112273507235,-2.4268978484384,0.0152285430197674,0.999948113627776,"MUT","serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10 [Source:MGI Symbol;Acc:MGI:2667725]"
"48","Igkv1-132",16.6768799824378,1.34793873557872,0.5561827354125,2.42355371670968,0.0153694800561028,0.999948113627776,"MUT","immunoglobulin kappa variable 1-132 [Source:MGI Symbol;Acc:MGI:3648800]"
"49","Yrdc",405.911276966689,-0.205502747317068,0.0851319918265931,-2.41393091959671,0.0157814541307387,0.999948113627776,"MUT","yrdC domain containing (E.coli) [Source:MGI Symbol;Acc:MGI:2387201]"
"50","Tdrd9",5.20172285877572,1.04143521469291,0.4330239860769,2.40502893183373,0.0161711854721259,0.999948113627776,"MUT","tudor domain containing 9 [Source:MGI Symbol;Acc:MGI:1921941]"
"51","Noc4l",415.161096748255,-0.29056193599363,0.121607355251752,-2.38934508025528,0.0168784405739245,0.999948113627776,"MUT","NOC4 like [Source:MGI Symbol;Acc:MGI:2140843]"
"52","Rnpc3",347.729070131418,0.165452776688565,0.0694328855671705,2.38291661562162,0.0171760843902678,0.999948113627776,"MUT","RNA-binding region (RNP1, RRM) containing 3 [Source:MGI Symbol;Acc:MGI:1914475]"
"53","Pibf1",159.18527403421,0.162662893704881,0.0683120752473222,2.38117335940921,0.0172575882279875,0.999948113627776,"MUT","progesterone immunomodulatory binding factor 1 [Source:MGI Symbol;Acc:MGI:1261910]"
"54","Gadd45g",345.988752881907,-0.35510148241047,0.149192706260966,-2.38015310071078,0.0173054463882781,0.999948113627776,"MUT","growth arrest and DNA-damage-inducible 45 gamma [Source:MGI Symbol;Acc:MGI:1346325]"
"55","Pim3",1020.80970134652,-0.402256472197906,0.16913254678982,-2.37835047028405,0.0173902884961249,0.999948113627776,"MUT","proviral integration site 3 [Source:MGI Symbol;Acc:MGI:1355297]"
"56","Mars",1018.08857424482,-0.312321080001849,0.131473223259253,-2.37554896928313,0.0175228671133531,0.999948113627776,"MUT",NA
"57","Azin2",55.5306991963679,-0.334070007531732,0.141099950269342,-2.36761251080553,0.017903275584618,0.999948113627776,"MUT","antizyme inhibitor 2 [Source:MGI Symbol;Acc:MGI:2442093]"
"58","Ccdc184",12.7246627282504,-0.584024331347427,0.246738501358014,-2.36697689307927,0.0179340524703573,0.999948113627776,"MUT","coiled-coil domain containing 184 [Source:MGI Symbol;Acc:MGI:2146066]"
"59","Akap7",1565.1210438808,0.13944831570223,0.0589649500851121,2.36493570334488,0.018033201390423,0.999948113627776,"MUT","A kinase anchor protein 7 [Source:MGI Symbol;Acc:MGI:1859150]"
"60","1700066B19Rik",243.505946571324,-0.318705894351483,0.135031887004738,-2.36022691692296,0.0182637595502059,0.999948113627776,"MUT",NA
"61","Ighv2-3",61.8113627990126,0.957203944051106,0.405728438215388,2.3592231992941,0.0183132373301476,0.999948113627776,"MUT","immunoglobulin heavy variable 2-3 [Source:MGI Symbol;Acc:MGI:4439872]"
"62","Igkv5-37",5.61600445622194,-2.18252091287782,0.925259702888204,-2.35881980601238,0.0183331554412715,0.999948113627776,"MUT","immunoglobulin kappa variable 5-37 [Source:MGI Symbol;Acc:MGI:2686256]"
"63","Arf2",408.074749120871,-0.17592525941861,0.0747071157777498,-2.35486616752786,0.0185293778493367,0.999948113627776,"MUT","ARF GTPase 2 [Source:MGI Symbol;Acc:MGI:99595]"
"64","Ahrr",20.6898438576727,0.604339487654748,0.256821468398095,2.35315019193789,0.018615113523282,0.999948113627776,"MUT","aryl-hydrocarbon receptor repressor [Source:MGI Symbol;Acc:MGI:1333776]"
"65","Ssc5d",164.699586881412,0.33874749386539,0.144080114198159,2.35110511780618,0.0187177451874604,0.999948113627776,"MUT","scavenger receptor cysteine rich family, 5 domains [Source:MGI Symbol;Acc:MGI:3606211]"
