"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","value","description"
"1","Smad3",1081.55699322542,-0.458490233372369,0.107603529027419,-4.2609219002059,2.0358537267779e-05,0.0909135596180853,"MUT","SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674]"
"2","Ddx5",23605.9137536783,-0.267989873170494,0.0632263034228884,-4.23858202460528,2.24935999594032e-05,0.0909135596180853,"MUT","DEAD box helicase 5 [Source:MGI Symbol;Acc:MGI:105037]"
"3","Pin1",305.517953953646,0.359885429465844,0.0855962092793532,4.20445522641448,2.61711736603695e-05,0.0909135596180853,"MUT","peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1 [Source:MGI Symbol;Acc:MGI:1346036]"
"4","Comtd1",124.358896278586,0.750995742360402,0.181192172004652,4.14474717120296,3.40188840351109e-05,0.0909135596180853,"MUT","catechol-O-methyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916406]"
"5","Igkv12-89",175.922097794194,-2.35271562863269,0.569494409663745,-4.13123568679425,3.60818403367471e-05,0.0909135596180853,"MUT","immunoglobulin kappa chain variable 12-89 [Source:MGI Symbol;Acc:MGI:4439829]"
"6","1110004E09Rik",278.491533212971,0.309584009597691,0.0749839886139893,4.12866820397354,3.6487047338362e-05,0.0909135596180853,"MUT",NA
"7","Fmc1",125.45796615915,0.457240565217066,0.112220440121086,4.07448558144757,4.61161701506845e-05,0.0909224282168206,"MUT","formation of mitochondrial complex V assembly factor 1 [Source:MGI Symbol;Acc:MGI:1913367]"
"8","Pelo",346.448432984127,0.27874662353735,0.0686230046648187,4.06199968798883,4.8654142189603e-05,0.0909224282168206,"MUT","pelota mRNA surveillance and ribosome rescue factor [Source:MGI Symbol;Acc:MGI:2145154]"
"9","Tspo",324.220699599082,0.457416666585958,0.115881420340477,3.94728218934492,7.90433724755803e-05,0.120803011639566,"MUT","translocator protein [Source:MGI Symbol;Acc:MGI:88222]"
"10","Ndufaf3",141.724982520102,0.410362027785294,0.104099933857653,3.94200085032162,8.08046900599102e-05,0.120803011639566,"MUT","NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:MGI Symbol;Acc:MGI:1913956]"
"11","Txnrd2",245.334598912935,0.290131763026647,0.0754159667938482,3.84708670273671,0.000119530678265118,0.162453058187593,"MUT","thioredoxin reductase 2 [Source:MGI Symbol;Acc:MGI:1347023]"
"12","Nudt1",289.94688127153,0.388443180880411,0.102283773132981,3.79770093517559,0.000146044377534933,0.162729965916785,"MUT","nudix hydrolase 1 [Source:MGI Symbol;Acc:MGI:109280]"
"13","Gcat",284.915310172892,0.384687294548608,0.101959189918263,3.7729536185703,0.000161326287590671,0.162729965916785,"MUT","glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) [Source:MGI Symbol;Acc:MGI:1349389]"
"14","Dnph1",102.693231273127,0.499817743887265,0.132835153004557,3.76269182202183,0.000168094288307467,0.162729965916785,"MUT","2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:MGI Symbol;Acc:MGI:3039376]"
"15","Hist1h2ac",381.775863552622,0.762053880282903,0.202667621985375,3.76011655348625,0.000169834210929471,0.162729965916785,"MUT",NA
"16","Rtn4ip1",438.236349272389,0.295305907157839,0.0788054713331746,3.74727670759485,0.000178764849874935,0.162729965916785,"MUT","reticulon 4 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2178759]"
"17","Il1r2",59.602247349488,0.635212546173382,0.170976199953523,3.71521034124079,0.000203034729393423,0.162729965916785,"MUT","interleukin 1 receptor, type II [Source:MGI Symbol;Acc:MGI:96546]"
"18","Utp14b",343.618160803136,-0.453827939158571,0.122449054496494,-3.70625923593035,0.00021034300421553,0.162729965916785,"MUT","UTP14B small subunit processome component [Source:MGI Symbol;Acc:MGI:2445092]"
"19","1110008P14Rik",127.070985938352,0.4933684946214,0.135861378106016,3.63141093884984,0.000281875933502502,0.162729965916785,"MUT",NA
"20","Atp5e",1748.95654321571,0.494734710110977,0.137138895636336,3.60754480204443,0.000309108175596928,0.162729965916785,"MUT",NA
"21","Jarid2",2236.19346751226,-0.419942054565756,0.116825223390382,-3.59461803177967,0.000324867842370992,0.162729965916785,"MUT","jumonji and AT-rich interaction domain containing 2 [Source:MGI Symbol;Acc:MGI:104813]"
"22","Timm9",344.758867092478,0.351398665264105,0.0978639820075067,3.59068431567756,0.000329810904125766,0.162729965916785,"MUT","translocase of inner mitochondrial membrane 9 [Source:MGI Symbol;Acc:MGI:1353436]"
"23","Chchd6",69.7799356001994,0.391453033707366,0.109507138544045,3.57468050861287,0.000350655823228314,0.162729965916785,"MUT","coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:MGI Symbol;Acc:MGI:1913348]"
"24","Dhrs13",83.5931078802328,0.366056577646136,0.102635824621427,3.56655757379395,0.000361701372643155,0.162729965916785,"MUT","dehydrogenase/reductase 13 [Source:MGI Symbol;Acc:MGI:1917701]"
"25","Rgcc",71.7357592636297,0.688984867282681,0.193283927872989,3.56462575478819,0.000364375721248276,0.162729965916785,"MUT","regulator of cell cycle [Source:MGI Symbol;Acc:MGI:1913464]"
"26","Exosc5",295.464510293199,0.440893735144808,0.124120434442681,3.5521446337542,0.000382104765457363,0.162729965916785,"MUT","exosome component 5 [Source:MGI Symbol;Acc:MGI:107889]"
"27","Rbp7",182.498725334231,0.504948505105643,0.142345147551764,3.54735313279308,0.000389122638395253,0.162729965916785,"MUT","retinol binding protein 7, cellular [Source:MGI Symbol;Acc:MGI:1890409]"
"28","Cars2",275.699899144923,0.232660896626142,0.065667958614081,3.54298963355096,0.000395618253498439,0.162729965916785,"MUT","cysteinyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1919191]"
"29","Dus1l",822.412546075915,0.23351217901937,0.0660116984678124,3.53743630961459,0.00040403161805271,0.162729965916785,"MUT","dihydrouridine synthase 1 like [Source:MGI Symbol;Acc:MGI:1915980]"
"30","Snrpd2",815.571750911016,0.380043476312995,0.107462102891958,3.53653489077065,0.000405412946230921,0.162729965916785,"MUT","small nuclear ribonucleoprotein D2 [Source:MGI Symbol;Acc:MGI:98345]"
"31","Mrpl53",396.13681366094,0.306376264637074,0.0866461081724052,3.53594952040383,0.000406312325095777,0.162729965916785,"MUT","mitochondrial ribosomal protein L53 [Source:MGI Symbol;Acc:MGI:1915749]"
