"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","value","description"
"1","Igkv12-38",125.617034582109,4.2434538165124,0.788234050589112,5.38349467818717,7.30534084105527e-08,0.000986221013542462,"HET","immunoglobulin kappa chain variable 12-38 [Source:MGI Symbol;Acc:MGI:4439614]"
"2","Usp3",2168.93091865227,-0.46915103766079,0.0936803295723651,-5.00799943597963,5.49986958871206e-07,0.00371241197238064,"HET","ubiquitin specific peptidase 3 [Source:MGI Symbol;Acc:MGI:2152450]"
"3","Ddx5",23605.9137536783,-0.31013214591845,0.0650019265311787,-4.77112237234526,1.83202189203268e-06,0.00576307818499283,"HET","DEAD box helicase 5 [Source:MGI Symbol;Acc:MGI:105037]"
"4","Pelo",346.448432984127,0.335979346640836,0.0705545728183155,4.76197832713145,1.91704275108156e-06,0.00576307818499283,"HET","pelota mRNA surveillance and ribosome rescue factor [Source:MGI Symbol;Acc:MGI:2145154]"
"5","Pygo2",742.741244953535,0.258112496193783,0.0544511611951158,4.74025696658486,2.1344734018492e-06,0.00576307818499283,"HET","pygopus 2 [Source:MGI Symbol;Acc:MGI:1916161]"
"6","Irf2bp1",415.651926990539,0.340854146333592,0.0748859317784464,4.55164459116334,5.32281975955976e-06,0.0119763444590095,"HET","interferon regulatory factor 2 binding protein 1 [Source:MGI Symbol;Acc:MGI:2442159]"
"7","Rangrf",318.539287015795,0.475962658922866,0.105333201502827,4.51863849320191,6.22385568455293e-06,0.0120031502487806,"HET","RAN guanine nucleotide release factor [Source:MGI Symbol;Acc:MGI:1889073]"
"8","Gnal",90.2289523750472,-0.549894507316672,0.123446698062175,-4.45450964625812,8.40851487999241e-06,0.0141893688599872,"HET","guanine nucleotide binding protein, alpha stimulating, olfactory type [Source:MGI Symbol;Acc:MGI:95774]"
"9","Igkv8-34",25.3039558445596,-3.25597785395144,0.73712630501013,-4.41712340452522,1.00023130471325e-05,0.0150034695706987,"HET","immunoglobulin kappa variable 8-34 [Source:MGI Symbol;Acc:MGI:4949914]"
"10","Uqcc2",268.666571300749,0.525658005885208,0.119942579529177,4.38258046432407,1.1728182785441e-05,0.0150745397266805,"HET","ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:MGI Symbol;Acc:MGI:1914517]"
"11","Mrpl53",396.13681366094,0.389449877983258,0.0890679301081238,4.37250396984062,1.22829582958137e-05,0.0150745397266805,"HET","mitochondrial ribosomal protein L53 [Source:MGI Symbol;Acc:MGI:1915749]"
"12","Mrpl34",372.78089495767,0.491508562462546,0.114065145400038,4.30901622698831,1.63982337717544e-05,0.0177836027981579,"HET","mitochondrial ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:2137227]"
"13","Atp5e",1748.95654321571,0.606144027957558,0.140982906378141,4.29941503923726,1.71249508426706e-05,0.0177836027981579,"HET",NA
"14","Fmc1",125.45796615915,0.492501687174449,0.115457445349462,4.26565550349537,1.99316129864161e-05,0.0186326208991554,"HET","formation of mitochondrial complex V assembly factor 1 [Source:MGI Symbol;Acc:MGI:1913367]"
"15","4933434E20Rik",1161.09597550881,0.193653503824521,0.0455580293993759,4.25069974223191,2.13103692673557e-05,0.0186326208991554,"HET","RIKEN cDNA 4933434E20 gene [Source:MGI Symbol;Acc:MGI:1914027]"
"16","Smarce1",2413.33054786563,-0.215808686529927,0.0508656951990031,-4.24271575736091,2.20831062508508e-05,0.0186326208991554,"HET","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:MGI Symbol;Acc:MGI:1927347]"
