"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","value","description"
"1","Gm20503",13.0287044056404,30.6440965469913,3.7405602937965,8.19238139211732,2.56107565268074e-16,3.88387122729035e-12,"MUT",NA
"2","Nos1ap",220.021637655929,-1.41430116846469,0.265764526123053,-5.32163260874721,1.02840103637034e-07,0.000779785085827807,"MUT","nitric oxide synthase 1 (neuronal) adaptor protein [Source:MGI Symbol;Acc:MGI:1917979]"
"3","Susd2",2160.02585970923,-2.23498088235066,0.441347032296365,-5.06399889157942,4.10552034600852e-07,0.00180432784910556,"MUT","sushi domain containing 2 [Source:MGI Symbol;Acc:MGI:1918983]"
"4","Stab2",71.6995802234394,1.59541998571404,0.316817161599534,5.03577513812427,4.75918984267868e-07,0.00180432784910556,"MUT","stabilin 2 [Source:MGI Symbol;Acc:MGI:2178743]"
"5","Enpp7",5327.64421411721,-3.61903183303749,0.727024256709775,-4.97786944470849,6.428799359053e-07,0.00194985484560078,"MUT","ectonucleotide pyrophosphatase/phosphodiesterase 7 [Source:MGI Symbol;Acc:MGI:3027917]"
"6","Slc5a6",733.370683203888,-1.38934092596877,0.28507950712516,-4.87352086433488,1.09626683905736e-06,0.00277081443571748,"MUT","solute carrier family 5 (sodium-dependent vitamin transporter), member 6 [Source:MGI Symbol;Acc:MGI:2660847]"
"7","Igkv12-89",142.832469821539,3.32184945522208,0.691526906204364,4.8036445515258,1.55803314485781e-06,0.00300627633175987,"MUT","immunoglobulin kappa chain variable 12-89 [Source:MGI Symbol;Acc:MGI:4439829]"
"8","Smcp",3.98452874175566,-3.5087200651102,0.73096885329286,-4.80009517410237,1.58590244998872e-06,0.00300627633175987,"MUT","sperm mitochondria-associated cysteine-rich protein [Source:MGI Symbol;Acc:MGI:96945]"
"9","Chrna2",13.2030154802379,2.22874743582744,0.468585700416629,4.75632831698837,1.97145749637433e-06,0.00332190588139075,"MUT","cholinergic receptor nicotinic alpha 2 subunit [Source:MGI Symbol;Acc:MGI:87886]"
"10","2010109I03Rik",1530.62159204355,-3.17635145569963,0.682603579558802,-4.6532886009075,3.26682507193705e-06,0.00478477734854532,"MUT",NA
