"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description"
"0610007P14Rik","0610007P14Rik",1524.42980935652,0.0335199434852369,0.132871836640591,0.252272748934041,0.800830250274166,1,"RIKEN cDNA 0610007P14 gene [Source:MGI Symbol;Acc:MGI:1915571]"
"0610009B22Rik","0610009B22Rik",408.308755757699,0.0734934030566149,0.0568185693920111,1.2934750706157,0.195846800756981,1,"RIKEN cDNA 0610009B22 gene [Source:MGI Symbol;Acc:MGI:1913300]"
"0610009L18Rik","0610009L18Rik",27.2624352094861,-0.0673568725525313,0.279620845437111,-0.240886449103024,0.80964312498827,1,"RIKEN cDNA 0610009L18 gene [Source:MGI Symbol;Acc:MGI:1914088]"
"0610009O20Rik","0610009O20Rik",814.680453436674,0.0500342922347892,0.0775322113674211,0.645335549603755,0.51870975989464,1,"RIKEN cDNA 0610009O20 gene [Source:MGI Symbol;Acc:MGI:1914089]"
"0610010F05Rik","0610010F05Rik",440.212866578461,0.164194282675595,0.115312240827653,1.42391025876431,0.154472451754886,1,"RIKEN cDNA 0610010F05 gene [Source:MGI Symbol;Acc:MGI:1918925]"
"0610010K14Rik","0610010K14Rik",295.003849691955,0.0405131196327256,0.151097194994908,0.268126219246431,0.788602164458566,1,"RIKEN cDNA 0610010K14 gene [Source:MGI Symbol;Acc:MGI:1915609]"
"0610012G03Rik","0610012G03Rik",466.708049805616,0.0370056737644098,0.207112876499643,0.17867394046103,0.858193732381326,1,"RIKEN cDNA 0610012G03 gene [Source:MGI Symbol;Acc:MGI:1913301]"
"0610030E20Rik","0610030E20Rik",1145.17836509747,-0.0660008731175802,0.101702139318925,-0.64896248554428,0.5163626245046,1,"RIKEN cDNA 0610030E20 gene [Source:MGI Symbol;Acc:MGI:1915614]"
"0610037L13Rik","0610037L13Rik",472.345561071052,0.0862378895090256,0.144839853868649,0.595401660562517,0.551575015800275,1,"RIKEN cDNA 0610037L13 gene [Source:MGI Symbol;Acc:MGI:1921348]"
"0610040J01Rik","0610040J01Rik",1100.42319375352,0.142878207629733,0.142473509619411,1.00284051408155,0.315937817705341,1,"RIKEN cDNA 0610040J01 gene [Source:MGI Symbol;Acc:MGI:1923511]"
"1110002E22Rik","1110002E22Rik",6.08249856352208,-0.543896449207242,0.399814586198592,-1.3603717022397,0.173712328604562,1,"RIKEN cDNA 1110002E22 gene [Source:MGI Symbol;Acc:MGI:1915066]"
"1110004E09Rik","1110004E09Rik",316.684003598235,0.0955018731210986,0.1219226381268,0.783298939297689,0.433451585967733,1,"RIKEN cDNA 1110004E09 gene [Source:MGI Symbol;Acc:MGI:1915251]"
"1110008F13Rik","1110008F13Rik",1344.21783529599,0.101798755427873,0.127824525239027,0.796394551339139,0.425802744192408,1,"RIKEN cDNA 1110008F13 gene [Source:MGI Symbol;Acc:MGI:1914638]"
"1110008L16Rik","1110008L16Rik",483.978928216628,0.0432623727381068,0.169156090006975,0.255754154262627,0.798140676318013,1,"RIKEN cDNA 1110008L16 gene [Source:MGI Symbol;Acc:MGI:1913382]"
"1110008P14Rik","1110008P14Rik",162.601272153741,0.0367354775669899,0.260311321132358,0.141121321221029,0.887774100310571,1,"RIKEN cDNA 1110008P14 gene [Source:MGI Symbol;Acc:MGI:1920987]"
"1110012L19Rik","1110012L19Rik",272.642377455345,0.0592696766570839,0.0882548376370552,0.671574252969886,0.501854773889759,1,"RIKEN cDNA 1110012L19 gene [Source:MGI Symbol;Acc:MGI:1915868]"
"1110017D15Rik","1110017D15Rik",1.2123551181638,0.146382690440631,0.795094601209455,0.184107262479159,0.853929309233542,1,"RIKEN cDNA 1110017D15 gene [Source:MGI Symbol;Acc:MGI:1920971]"
"1110032A03Rik","1110032A03Rik",449.822121695876,0.00888061608238012,0.208799720181949,0.042531743216138,0.966074807210321,1,"RIKEN cDNA 1110032A03 gene [Source:MGI Symbol;Acc:MGI:1915971]"
"1110032F04Rik","1110032F04Rik",16.3694224059618,-0.176079348163173,0.368513835146552,-0.477809328632529,0.632785920916778,1,"RIKEN cDNA 1110032F04 gene [Source:MGI Symbol;Acc:MGI:1915975]"
"1110034G24Rik","1110034G24Rik",80.3957994522155,-0.0834437460489403,0.152835446342487,-0.545971160786565,0.585085761233385,1,"RIKEN cDNA 1110034G24 gene [Source:MGI Symbol;Acc:MGI:1920997]"
"1110037F02Rik","1110037F02Rik",1580.0330747537,0.0122234836163067,0.139309741477794,0.0877432079525837,0.930080777055678,1,"RIKEN cDNA 1110037F02 gene [Source:MGI Symbol;Acc:MGI:1913435]"
"1110038F14Rik","1110038F14Rik",307.986081902525,-0.0376728781125987,0.158474233934446,-0.237722418195644,0.812096394835969,1,"RIKEN cDNA 1110038F14 gene [Source:MGI Symbol;Acc:MGI:2152337]"
