"","pathway","pval","padj","log2err","ES","NES","size"
"1","REACTOME_APOPTOSIS",0.00123682067421217,0.0181464783294566,0.45505986738723,-0.437009621922009,-1.66331376327782,94
"2","REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",1.36408248526188e-08,6.4043672683045e-06,0.747739663149885,-0.443436703652062,-1.87911898355347,246
"3","REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE",0.000407980914007835,0.00904015435695993,0.49849310876659,-0.746408020559564,-1.95863911717288,16
"4","REACTOME_CELLULAR_RESPONSES_TO_STIMULI",0.00373043033404361,0.0338906607994569,0.431707695803346,-0.294047632789521,-1.32534930442984,449
"5","REACTOME_CHOLESTEROL_BIOSYNTHESIS",0.000105609389287775,0.00330557388470737,0.538434096309916,-0.682161616145918,-2.02298809914349,25
"6","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS",0.00659388920030927,0.0491401742784953,0.407017918923954,-0.368970950648979,-1.47004902003422,129
"7","REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT",0.00064474954442554,0.0118010903922882,0.477270815362862,-0.47877468188461,-1.71231040116473,67
"8","REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC",0.000647297498265575,0.0118010903922882,0.477270815362862,-0.457401101754434,-1.7094213674249,88
"9","REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC",0.00187175258605412,0.0219979390389451,0.45505986738723,-0.533535156906774,-1.74416524085671,42
"10","REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT",5.80523201480473e-06,0.00030283960343898,0.610526878385931,-0.526402046506137,-1.95689900675014,86
"11","REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY",0.00545281409553094,0.0423156399644921,0.407017918923954,-0.456450864265902,-1.61353755907656,64
"12","REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1",0.000816505263946993,0.0139075326947781,0.477270815362862,-0.581149060051538,-1.84048112473102,37
"13","REACTOME_DEATH_RECEPTOR_SIGNALING",0.00189482486184627,0.0219979390389451,0.45505986738723,-0.387873091198523,-1.54003726074641,131
"14","REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX",0.00387749171859393,0.0346758545119971,0.431707695803346,-0.44384748573954,-1.60079613428671,72
"15","REACTOME_DEVELOPMENTAL_BIOLOGY",0.0048321532366735,0.039145177898199,0.407017918923954,-0.301778761848113,-1.33678952189706,362
"16","REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE",0.000328950679237368,0.00800617572549185,0.49849310876659,-0.670214673299751,-1.99537109654638,26
"17","REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY",0.00359195763286085,0.0333945368045182,0.431707695803346,-0.64909051548367,-1.78166634598328,18
"18","REACTOME_EGFR_DOWNREGULATION",0.000844227224283654,0.0139075326947781,0.477270815362862,-0.615222059695638,-1.86169677997566,27
"19","REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT",0.00331606533314739,0.0321008798744886,0.431707695803346,-0.606654328039501,-1.80613848068258,26
"20","REACTOME_EPH_EPHRIN_SIGNALING",0.000440056820726962,0.00914153267154216,0.49849310876659,-0.514327457403068,-1.78919009913334,58
"21","REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING",0.00176237597481747,0.0217746189520211,0.45505986738723,-0.767492104773715,-1.82592379232042,11
"22","REACTOME_ERBB2_REGULATES_CELL_MOTILITY",0.000870827900190868,0.0140984034186073,0.477270815362862,-0.757788136668349,-1.85065692189478,13
"23","REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT",6.86434629381643e-07,6.44562116989363e-05,0.659444398037935,-0.499528608518638,-1.99097447741249,137
"24","REACTOME_ESR_MEDIATED_SIGNALING",0.00315934563849736,0.0315598463249895,0.431707695803346,-0.378049313074143,-1.5036978814199,136
"25","REACTOME_FATTY_ACID_METABOLISM",0.006029809068892,0.0456612154491096,0.407017918923954,-0.3672661257946,-1.46989566553802,146
"26","REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE",0.00323179226206795,0.0316109680633521,0.431707695803346,-0.52173805045686,-1.73273034552775,44
"27","REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS",0.00516850018588641,0.0407833754163642,0.407017918923954,-0.391321714275298,-1.51825567125715,108
"28","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",1.20431150288463e-06,9.12258078636293e-05,0.643551836150722,-0.622452614123697,-2.12948678211775,52
"29","REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION",0.00424442508026906,0.0363275667250233,0.407017918923954,-0.747430588961531,-1.71636758434916,10
"30","REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT",3.52041454011313e-06,0.00020660432832289,0.627256739718528,-0.48635687586417,-1.91093852209638,120
"31","REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND",0.000769244375813465,0.013376304979423,0.477270815362862,-0.557895439822193,-1.82380077783771,42
"32","REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC",7.61449491667145e-08,1.02143010382207e-05,0.704975715167238,-0.466106347869365,-1.8903723964764,176
"33","REACTOME_KEAP1_NFE2L2_PATHWAY",0.00133626745341391,0.0182110623603124,0.45505986738723,-0.465319160798895,-1.67073234648222,69
"34","REACTOME_KERATINIZATION",0.00157242124814322,0.0199527507027903,0.45505986738723,-0.535385270159067,-1.775669107519,45
"35","REACTOME_L1CAM_INTERACTIONS",0.00192545109636633,0.0219979390389451,0.45505986738723,-0.473916885019177,-1.65461445836864,60
"36","REACTOME_MACROAUTOPHAGY",4.95355158507562e-08,9.30276987677202e-06,0.719512826338911,-0.537671241404599,-2.10923627976842,114
"37","REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION",0.00134405153566681,0.0182110623603124,0.45505986738723,-0.729600493131808,-1.82843764122387,14
"38","REACTOME_METABOLISM_OF_STEROIDS",0.00046729879471142,0.00914153267154216,0.49849310876659,-0.448434777781402,-1.71580349691212,99
"39","REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",0.00403032767462358,0.0350414600599217,0.407017918923954,-0.352737149922307,-1.4273808568955,171
"40","REACTOME_MET_RECEPTOR_RECYCLING",0.00300880542368197,0.0310469043168942,0.431707695803346,-0.758931189169404,-1.74277706997749,10
"41","REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION",0.00557325817136416,0.0427450831666833,0.407017918923954,-0.426035985094457,-1.5504549555032,78
"42","REACTOME_MITOPHAGY",0.00012034316654363,0.00353131979326464,0.538434096309916,-0.656293172994791,-2.04362325795263,32
"43","REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION",0.00191287081291148,0.0219979390389451,0.45505986738723,-0.391161649737835,-1.53281343206589,121
"44","REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2",0.00454004469505866,0.037726566094337,0.407017918923954,-0.49053311192933,-1.66195837746328,48
"45","REACTOME_PEROXISOMAL_LIPID_METABOLISM",0.0011437906588122,0.0170479274384867,0.45505986738723,-0.609188297073974,-1.8614467366793,28
"46","REACTOME_PEROXISOMAL_PROTEIN_IMPORT",0.00224935000692378,0.024559763447691,0.431707695803346,-0.469304627835015,-1.63851140809998,60
"47","REACTOME_PHOSPHOLIPID_METABOLISM",0.00136716265375572,0.0182110623603124,0.45505986738723,-0.364587627625428,-1.48735174170801,180
"48","REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY",0.00104103136455108,0.0161165236527722,0.45505986738723,-0.635241354186311,-1.8838434605324,25
"49","REACTOME_PROGRAMMED_CELL_DEATH",4.87181007485767e-05,0.00190609569178806,0.557332238758646,-0.452338739757269,-1.77254313302032,121
"50","REACTOME_PROTEIN_LOCALIZATION",0.00139808110552988,0.0182333077512856,0.45505986738723,-0.428099914373845,-1.63834374239987,98
"51","REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES",6.16086834350542e-05,0.00206609120519699,0.538434096309916,-0.816544871293408,-1.97513265966339,12
"52","REACTOME_PYROPTOSIS",0.00113066877744916,0.0170479274384867,0.45505986738723,-0.658621017535597,-1.8359031542749,20
"53","REACTOME_RAB_REGULATION_OF_TRAFFICKING",0.00312227998746328,0.0315249560024518,0.431707695803346,-0.399649428772897,-1.55688820153188,112
"54","REACTOME_RAF_ACTIVATION",2.37283553876152e-05,0.00106099646233194,0.575610261071129,-0.650042402851194,-2.04721475645223,35
"55","REACTOME_RAS_PROCESSING",0.00273052008966702,0.0291358905022424,0.431707695803346,-0.62762343469456,-1.74949753010321,20
"56","REACTOME_RECYCLING_PATHWAY_OF_L1",0.00543999727736294,0.0423156399644921,0.407017918923954,-0.553815009013284,-1.71824500349198,30
"57","REACTOME_REGULATED_NECROSIS",0.000109874310688098,0.00332812831406853,0.538434096309916,-0.584162594461194,-1.97075937706884,47
"58","REACTOME_REGULATION_BY_C_FLIP",0.0009113703077149,0.0145046901515982,0.477270815362862,-0.802131314386296,-1.84197998681973,10
"59","REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK",0.00134144678462869,0.0182110623603124,0.45505986738723,-0.548116809683769,-1.82033614033189,44
"60","REACTOME_RHOB_GTPASE_CYCLE",0.000653521512671975,0.0118010903922882,0.477270815362862,-0.484037455947485,-1.73246723970244,68
"61","REACTOME_RHOC_GTPASE_CYCLE",0.000440324111157411,0.00914153267154216,0.49849310876659,-0.483099775270104,-1.73457379175255,69
"62","REACTOME_RHOV_GTPASE_CYCLE",0.00609947965068331,0.045819291135933,0.407017918923954,-0.524240728700704,-1.65102053500198,35
"63","REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS",0.00075145837868483,0.0133135739166992,0.477270815362862,-0.654672704769757,-1.88760063096154,23
"64","REACTOME_RHO_GTPASE_CYCLE",0.000168551545232035,0.00462171966018688,0.518848077743792,-0.322569621769055,-1.44227755195438,405
"65","REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS",0.00205336410471325,0.0228895676573476,0.431707695803346,-0.590798363682809,-1.78778929323066,27
"66","REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21",0.00156725994180558,0.0199527507027903,0.45505986738723,-0.493372640370252,-1.68788835083629,52
"67","REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III",0.00189582877180685,0.0219979390389451,0.45505986738723,-0.631694764310469,-1.78324523300896,21
"68","REACTOME_SELECTIVE_AUTOPHAGY",0.000172268570933483,0.00462171966018688,0.518848077743792,-0.533817895558336,-1.85699145500739,58
"69","REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING",0.00392800782820396,0.0347962202894671,0.407017918923954,-0.710212195230092,-1.73446779055595,13
"70","REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING",0.00175349241217207,0.0217746189520211,0.45505986738723,-0.719300980032385,-1.80262623126111,14
"71","REACTOME_SIGNALING_BY_ACTIVIN",5.83644768925719e-05,0.00202978680748611,0.557332238758646,-0.798312987698534,-2.05315382403234,15
"72","REACTOME_SIGNALING_BY_EGFR",0.00137698128603001,0.0182110623603124,0.45505986738723,-0.536950393122212,-1.78086002450911,45
"73","REACTOME_SIGNALING_BY_ERBB2",0.00252096716026616,0.0272090593504589,0.431707695803346,-0.529041862329192,-1.71240452024791,40
"74","REACTOME_SIGNALING_BY_ERBB4",0.00364690153546676,0.0335729464882675,0.431707695803346,-0.579706708607348,-1.78765699915881,29
"75","REACTOME_SIGNALING_BY_FGFR",0.00464742746667209,0.0382801262386411,0.407017918923954,-0.448219638153088,-1.59264887986036,66
"76","REACTOME_SIGNALING_BY_MET",0.00194443976595575,0.0219979390389451,0.45505986738723,-0.48390160519837,-1.69819183405003,62
"77","REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS",0.00431233858187226,0.0364800534088113,0.407017918923954,-0.346635823998111,-1.40947012785047,178
"78","REACTOME_SIGNALING_BY_PTK6",0.00398346339933726,0.034957683476427,0.407017918923954,-0.513850982000183,-1.70653681250831,44
"79","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES",4.85155391613683e-05,0.00190609569178806,0.557332238758646,-0.341062526629367,-1.51992094739192,380
"80","REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS",3.79512940855716e-05,0.00161983023392508,0.557332238758646,-0.474088926547415,-1.82574347306322,105
"81","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",0.000599029657131444,0.0114793642458454,0.477270815362862,-0.491500219917041,-1.74643680925609,66
"82","REACTOME_SIGNALING_BY_WNT",0.000413979379498698,0.00904015435695993,0.49849310876659,-0.365644858353287,-1.5285842993683,220
"83","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT",0.000842318415337128,0.0139075326947781,0.477270815362862,-0.358421050190828,-1.4867139810276,213
"84","REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION",0.000355706140878577,0.00835020165712459,0.49849310876659,-0.675279633325434,-1.90628331135538,21
"85","REACTOME_SPHINGOLIPID_CATABOLISM",0.00450832903272695,0.037726566094337,0.407017918923954,-0.708726412295907,-1.71433160981634,12
"86","REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS",0.000324535300620197,0.00800617572549185,0.49849310876659,-0.67049578219722,-1.99620801729929,26
"87","REACTOME_TBC_RABGAPS",0.00128498422756711,0.0182110623603124,0.45505986738723,-0.584986502734094,-1.83122046368168,33
