"","pathway","pval","padj","log2err","ES","NES","size"
"1","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",2.82456699669328e-08,6.63067102473748e-06,0.73376198835648,0.828107658894993,2.38129900449463,23
"2","REACTOME_CARDIAC_CONDUCTION",0.00425562549494415,0.0363275667250233,0.407017918923954,0.420569923076519,1.57964044140195,87
"3","REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",0.00041327933051323,0.00904015435695993,0.49849310876659,0.582207782367213,1.92133915684267,44
"4","REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS",0.00483582602363267,0.039145177898199,0.407017918923954,0.642963428613152,1.72624690920028,18
"5","REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",1.26297710567325e-06,9.12258078636293e-05,0.643551836150722,0.411209826371404,1.76620049878176,240
"6","REACTOME_COMPLEMENT_CASCADE",0.00343203978323807,0.0328835320772425,0.431707695803346,0.548150408793436,1.7703408600866,37
"7","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION",1.16329948585642e-05,0.00054616910860959,0.593325476396405,0.495435834689524,1.90729167511032,106
"8","REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION",0.00104697331503632,0.0161165236527722,0.45505986738723,0.608548494105225,1.82225009885667,27
"9","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES",9.94528382765436e-05,0.00322021431523015,0.538434096309916,0.70931210926819,2.03969158059738,23
"10","REACTOME_GPCR_LIGAND_BINDING",5.30061096267551e-07,5.53030410439144e-05,0.659444398037935,0.392320205996119,1.72437946943553,296
"11","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",3.48061985420899e-06,0.00020660432832289,0.627256739718528,0.408108754155472,1.74113938148735,229
"12","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",0.00288160985347061,0.0304026028360551,0.431707695803346,0.413166140513149,1.57522572529827,99
"13","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",4.48468599901833e-09,4.21112015307821e-06,0.761460801445585,0.61400513743416,2.28856816502244,83
"14","REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING",0.00033252487038784,0.00800617572549185,0.49849310876659,0.632833321055687,1.94154405996036,30
"15","REACTOME_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL",8.64771581833724e-07,7.38200468492606e-05,0.659444398037935,0.461208367272302,1.90135401470744,162
"16","REACTOME_MUSCLE_CONTRACTION",0.00346695386117892,0.0328835320772425,0.431707695803346,0.37304368457274,1.51385103873553,145
"17","REACTOME_NEURONAL_SYSTEM",0.00207200559198567,0.0228895676573476,0.431707695803346,0.319732526781514,1.40447316094001,303
"18","REACTOME_NEUTROPHIL_DEGRANULATION",0.00494622412641345,0.0393602072432392,0.407017918923954,0.290137834013784,1.30963669253154,421
"19","REACTOME_NONSENSE_MEDIATED_DECAY_NMD",5.77418797267572e-05,0.00202978680748611,0.557332238758646,0.487796024240955,1.86964225649001,102
"20","REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC",1.49204827482109e-07,1.75129166257126e-05,0.690132458796796,0.582798650536647,2.17225289646576,83
"21","REACTOME_PD_1_SIGNALING",0.000186671691068339,0.00486901994203251,0.518848077743792,0.758634724444428,1.97739259202925,16
"22","REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS",0.00490508771636438,0.0393602072432392,0.407017918923954,0.687990586085308,1.74043782066882,15
"23","REACTOME_POTASSIUM_CHANNELS",0.00194065145425243,0.0219979390389451,0.45505986738723,0.430231408363971,1.61056667972056,86
"24","REACTOME_SIGNALING_BY_GPCR",2.7883401609465e-08,6.63067102473748e-06,0.73376198835648,0.357011922524859,1.64292798240638,498
"25","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",9.89585884728173e-06,0.000489063760926186,0.593325476396405,0.505962877030624,1.91679124144184,94
"26","REACTOME_TCR_SIGNALING",0.00298651622387679,0.0310469043168942,0.431707695803346,0.410994910123935,1.56826867462453,100
"27","REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY",0.0013471018557726,0.0182110623603124,0.45505986738723,0.444310464990554,1.66355999436035,89
"28","REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS",5.17540190841964e-05,0.00194388095680242,0.557332238758646,0.710324505949345,2.08523466003433,25
"29","REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY",0.00319568541529447,0.0315868274206474,0.431707695803346,0.682778546293633,1.77967234551024,16
"30","REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR",0.00311409307457483,0.0315249560024518,0.431707695803346,0.734165507920448,1.74011755284399,11
"31","REACTOME_TRANSLATION",4.78978766641476e-06,0.000264565330515498,0.610526878385931,0.414151354359655,1.76222406873673,210
"32","REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE",0.00355760306769181,0.0333945368045182,0.431707695803346,0.734492904664285,1.78776362703281,12
"33","REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS",0.000131589878030618,0.0037443301657803,0.518848077743792,0.625735687655182,2.02091513150327,37
