feature	Acutalibacter_caecimuris	Acutalibacter_intestini	Acutalibacter_muris	Acutalibacter_sp_1XD8_33	Adlercreutzia_SGB42953	Adlercreutzia_aquisgranensis	Adlercreutzia_caecimuris	Adlercreutzia_mucosicola	Adlercreutzia_muris	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_muris	Alistipes_timonensis	Anaerostipes_hominis_ex_Lee_et_al_2021	Bacillota_unclassified_SGB43543	Bacillota_unclassified_SGB43546	Bacillota_unclassified_SGB43549	Bacillota_unclassified_SGB43550	Bacillota_unclassified_SGB63211	Bacteroidales_bacterium	Bacteroides_caecimuris	Bifidobacterium_pseudolongum	Blautia_pseudococcoides	Caniella_muris	Clostridia_bacterium	Clostridiaceae_bacterium	Clostridiales_bacterium	Coriobacteriaceae_bacterium	Cutibacterium_acnes	Duncaniella_dubosii	Duncaniella_freteri	Duncaniella_muricolitica	Duncaniella_muris	Enterococcus_gallinarum	Escherichia_coli	Eubacteriaceae_bacterium	Faecalibaculum_rodentium	Flintibacter_SGB43538	GGB115370_SGB161393	GGB14001_SGB21428	GGB141797_SGB41693	GGB143828_SGB43507	GGB1503_SGB2082	GGB1690_SGB40190	GGB18828_SGB27767	GGB22635_SGB33556	GGB22635_SGB63107	GGB24132_SGB35935	GGB24146_SGB35950	GGB24148_SGB35952	GGB25041_SGB36960	GGB27478_SGB39772	GGB27480_SGB39776	GGB27482_SGB39778	GGB27770_SGB40184	GGB27849_SGB40283	GGB27860_SGB40294	GGB27861_SGB40295	GGB27866_SGB40300	GGB27876_SGB40310	GGB27884_SGB40318	GGB27885_SGB40319	GGB27894_SGB40329	GGB27919_SGB40357	GGB27929_SGB40368	GGB28310_SGB40880	GGB28317_SGB40889	GGB28380_SGB40960	GGB28382_SGB40962	GGB28394_SGB40975	GGB28419_SGB41002	GGB28421_SGB41004	GGB28439_SGB41022	GGB28456_SGB41039	GGB28765_SGB41414	GGB28769_SGB41421	GGB28778_SGB41431	GGB28803_SGB41457	GGB28869_SGB41543	GGB28870_SGB41546	GGB28898_SGB41580	GGB28901_SGB41592	GGB28904_SGB41597	GGB28925_SGB41622	GGB28927_SGB41625	GGB28946_SGB41652	GGB28949_SGB41655	GGB28949_SGB41656	GGB28956_SGB41665	GGB28990_SGB41704	GGB29531_SGB42317	GGB30045_SGB42945	GGB30046_SGB42947	GGB30294_SGB43258	GGB30296_SGB43260	GGB30298_SGB43262	GGB30454_SGB43514	GGB30454_SGB43516	GGB30455_SGB43519	GGB30460_SGB43527	GGB30461_SGB102216	GGB30461_SGB43529	GGB30461_SGB63204	GGB30461_SGB63208	GGB30461_SGB63209	GGB30468_SGB43552	GGB30475_SGB63182	GGB30667_SGB43809	GGB30861_SGB44083	GGB31108_SGB44379	GGB3171_SGB4185	GGB32371_SGB41694	GGB42322_SGB59489	GGB42570_SGB59765	GGB42598_SGB59794	GGB42646_SGB59844	GGB45514_SGB63186	GGB45515_SGB63187	GGB45656_SGB63370	GGB46159_SGB63927	GGB46162_SGB63930	GGB70518_SGB94950	GGB70852_SGB95305	GGB73359_SGB46611	GGB74395_SGB43523	GGB75057_SGB102223	GGB75074_SGB102167	GGB75725_SGB102612	GGB75726_SGB102611	GGB75879_SGB103683	GGB9439_SGB42949	Hominisplanchenecus_murintestinalis	Lachnospiraceae_bacterium	Lachnospiraceae_bacterium_A2	Lachnospiraceae_unclassified_SGB41405	Lachnospiraceae_unclassified_SGB7275	Lactobacillus_intestinalis	Lactobacillus_johnsonii	Lepagella_muris	Ligilactobacillus_murinus	Limosilactobacillus_reuteri	Muribaculaceae_bacterium	Muribaculum_gordoncarteri	Muribaculum_intestinale	Muricaecibacterium_torontonense	Neglectibacter_caecimuris	Neglectibacter_sp_X4	Oscillibacter_SGB43496	Oscillibacter_SGB43499	Oscillibacter_SGB43502	Oscillibacter_SGB94990	Oscillibacter_sp_CU971	Oscillospiraceae_bacterium	Oscillospiraceae_unclassified_SGB102175	Oscillospiraceae_unclassified_SGB43526	Parabacteroides_SGB1950	Parabacteroides_goldsteinii	Paramuribaculum_intestinale	Parasutterella_muris	Parvibacter_caecicola	Pseudoflavonifractor_sp_524_17	Sangeribacter_muris	Schaedlerella_arabinosiphila	Thomasclavelia_cocleata	Turicibacter_sp_1E2	Turicimonas_muris	bacterium_1xD42_67
SLC_SMT_NEG_88I	NA	NA	NA	NA	-8.92175830181949	-9.55306063280553	-9.41955433382367	-9.85268362982358	-7.20791027851708	-3.92054400391569	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.19877058978731	NA	-4.54742656676349	NA	-10.3390282019617	NA	NA	NA	-8.9760788446759	NA	-7.72766651739278	-10.1742892186461	-7.92540969563479	-8.30244459117534	NA	NA	NA	-2.01049257525966	NA	NA	-8.1847626314558	NA	NA	-5.90056973848834	NA	-9.24158257564006	NA	-9.94839482940334	-6.00347869174894	-8.28256246739763	-8.16576006735337	NA	-11.6647769424407	-11.8192431197449	-10.6582477631394	NA	-5.57392026245656	-7.88061930505303	-9.82865829636831	-9.6223672102553	-9.3762545454116	-5.74726223621788	-9.42764622390148	NA	-2.86951668322442	-9.81826298040638	-7.41706139521105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.6264054618719	-10.3968010782674	-10.5469009716849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.66345616741294	NA	-10.4736428037611	-9.48459709261664	NA	NA	-7.65436938017087	NA	NA	NA	NA	-5.83624733054671	-9.91418390110034	-10.678686810428	-3.53093652825334	-11.0851938748118	NA	NA	NA	-11.3410378067453	-11.4009876599659	-7.51845120764718	-8.10047451731316	-9.17473716320865	-6.86259094247433	NA	NA	NA	-10.4016166964009	-10.7975564109074	-7.01565492298467	NA	NA	-6.53985837714763	-6.43664301500532	-7.20411027668844	-2.42404468616136	-9.82992771575587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.95284404398784	-9.56981250717588	-10.1011129627105	NA	-9.79424874027805	NA	NA	NA	-9.57228903501323	NA
SLC_SMT_NEG_137I	NA	NA	-7.17815464708534	NA	NA	NA	NA	NA	NA	-2.65312861426477	-9.7828326809776	NA	-9.45798215771527	NA	-9.43493069980171	-8.98098937210556	NA	NA	-9.77405342564441	NA	-6.48015192396344	NA	-8.20035990413547	-4.38682770024604	-9.05467006001779	NA	NA	NA	NA	NA	NA	-4.30618724050982	NA	-9.01872094479827	NA	NA	-1.50824015209902	NA	NA	-3.01324549744453	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.79450295827637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.82814535834973	-4.6081270237766	NA	NA	-10.0933877442363	NA	NA	NA	NA	-10.6481270001766	NA	NA	NA	NA	NA	-8.05841409990207	-9.23251183161222	NA	-6.82243878403366	NA	NA	NA	-9.58352387275419	-7.41475485385877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.27523159270402	NA	NA	NA	NA	NA	-6.03697286550309	NA	NA	NA	-10.9757762990226	NA	NA	NA	-9.26227191521654	NA	NA	-3.60123234420795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.88296416334265	NA	NA	-6.6223748823682	NA	NA	NA	-9.59855140137963	-10.4597706967776	NA	NA	NA	NA	NA	-8.85043736820368	NA	NA	NA	NA	-9.28693217556382	NA	-9.71704203062247	NA	-7.90868924623704	-7.87910975808635	NA	-7.47506347337294	NA	-10.7981375456937	NA	NA	-10.090429127376	-8.25464476717159	NA	NA
SLC_SMT_NEG_101I	NA	-9.15388461953835	NA	NA	NA	-8.86343578979583	-6.46708044573229	-8.69314365179066	-5.71247295830266	-4.74625199567301	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.72470497376892	NA	-6.36385426714257	NA	-6.18236766948479	-10.2006749689538	-8.85056216147489	NA	-8.41621630005826	NA	-7.71910403799106	NA	-7.68030492226405	-8.68499496870116	NA	NA	-9.17691154856436	-2.70926766592889	NA	NA	-6.83083232839023	NA	NA	-5.54552195808758	NA	NA	NA	-7.66444682181683	-4.91744327435837	-7.15947467642141	-6.93463354648151	NA	NA	NA	-10.3855616567029	NA	-6.46740797738495	-8.34236853224495	-9.12156467491136	-9.2635599791186	-8.65086753591081	-7.80618098799375	-9.10024409062291	NA	-3.47582644293806	-8.87700536490313	-5.08747548929222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.86676223134362	-9.15969520118314	-9.39363125201143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.44151806267694	NA	NA	-8.00619320366467	NA	NA	-8.16428977526039	NA	NA	NA	NA	-8.32752657712517	NA	NA	-6.41035312086822	NA	NA	NA	-9.06627707156277	-10.3472829974931	NA	-9.89907406763954	-7.9368995601006	NA	-3.87549685000964	NA	NA	NA	-9.782554980512	-9.31391521509217	-7.37492313625657	-9.4657437960124	NA	-6.53439869027698	-5.40473582057959	-6.74752759551208	-1.73726064118871	NA	-9.10092149175797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.87725920409458	NA	-8.78418606609093	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_17I	NA	NA	NA	NA	NA	NA	NA	NA	-7.00691893500105	-4.5400229557494	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.83343926995368	NA	-5.24106391001741	NA	NA	NA	NA	NA	NA	NA	-6.92868042133336	NA	-6.79545850967416	-7.14232592499593	NA	NA	NA	-1.71521047396701	NA	NA	-6.78979843862045	NA	NA	-5.79504360432473	NA	NA	NA	NA	-6.09423163679489	-7.26873666015389	-7.02707877118257	NA	NA	NA	NA	NA	-6.00331989347825	-7.07866222542375	NA	NA	NA	-5.80573079718117	NA	NA	-3.21018481875495	NA	-6.08068351477841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.56837080024675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.16519958797493	NA	NA	NA	NA	NA	-6.33705838488886	NA	NA	NA	NA	-5.69895988590545	NA	NA	-3.86640468974932	NA	NA	NA	NA	NA	NA	-7.02740362933321	-7.24493084245877	NA	-5.58226409826495	NA	NA	NA	NA	NA	-6.50355212225091	NA	NA	-6.29147807308874	-6.4365509150004	-5.91388961137565	-2.65835586009537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.00547824080444	NA
SLC_SMT_NEG_193I	-12.0378408891658	-10.5793035214968	-11.0922233458071	-10.2629550467923	NA	-9.8807065818219	-7.16030707290401	-11.5909303203911	-6.7918343453247	-7.0112569353977	NA	-12.2607101753716	-11.0613643467925	NA	-10.5834079198295	-10.1726828274164	-12.2350652648843	-11.7592166775546	-11.1469032273607	-6.61667037396126	NA	-8.24987441812563	NA	-7.4486382496125	-9.94576830821505	-9.30316568524618	-10.550639976545	-8.56067178778486	NA	-7.44444756760506	-11.5219095155729	-6.69926508566219	-9.28514694526798	NA	NA	-10.3570226300619	-2.21106951635553	-11.2583125458635	-11.1088427191639	-7.39210500342179	-9.49135092549646	NA	-5.48279751386869	NA	-11.4939239947469	-11.3181787056716	-9.30911439658103	-5.30917677256781	-8.61032511360042	-9.3827927598332	-10.293954683392	-12.3509012532987	-11.5664794811392	-10.3983180343261	-11.3573572715079	-7.24628050942939	-9.3695407306568	-11.7314801096256	-9.86535543606362	-8.88568582816597	-5.83988575248512	-8.49446062894992	NA	-2.73117091733357	-10.1622669176286	-4.5188025291049	-10.4162765266412	NA	NA	NA	NA	NA	NA	NA	NA	-10.0967792776056	-9.42630540536607	-11.2064478813743	-11.1836194787009	-10.333953180093	NA	-9.64747449948849	-10.2924607682753	NA	NA	-10.4971775262055	-11.0292841654583	NA	-10.4794642824443	-10.2038377581195	-10.4673737441277	-6.99214161668631	-10.6450552703366	-10.5639025490601	-10.976838962919	-10.3636742258847	NA	-9.74058163039945	NA	NA	-9.26790085145514	NA	NA	-11.8886655225749	-11.2557109383476	-11.5837341664198	-10.9463974726684	-12.1198719028595	-8.23614184563747	NA	-12.1157142773858	NA	NA	-8.97053267338795	-10.6323107711599	-9.61237053457954	-10.4056822617229	NA	-12.3595902003562	-8.15632256389681	-11.9957295627893	NA	-5.01837108488542	NA	-11.8843188400362	-11.5227850511918	-10.1515387064114	-9.92846934935948	-12.2542560847652	-8.99102694382405	-8.06544777597454	-6.20439577697764	-3.87528263253648	-9.89784452054346	-11.2835296185621	-11.2599800401367	-10.7143759780416	-9.12789019076629	-6.93993018294668	-10.5058690434786	-10.5001304657876	-7.26236086010901	-4.76321567814232	-5.15113220467859	-2.94190464105265	NA	-10.5407882858917	-11.3686690710365	-11.1736647202202	NA	-11.2061464721931	-11.2695007424955	-10.5937531496201	-11.2344504363897	-11.2412280040328	NA	NA	-5.33348504012776	-10.2434427413257	-11.3453588145155	NA	-11.2118840424507	-8.79012982773938	NA	-10.6744962403887	-10.7994965387439	-11.2833176445622
SLC_SMT_NEG_159I	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.71393507283556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.34174887641636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.02032200011775	NA	NA	-4.70714057813779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.2505434616506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.21304764729174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.14020489489735	NA	NA	NA	NA	-5.63766610249538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.86113556385265	NA	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_103I	NA	NA	NA	NA	-11.1195250955545	-8.99701226395789	-6.00145791434182	-9.91076713852491	-6.19524080456672	-5.4721637924423	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1979268545684	NA	-5.79834807586809	NA	-6.03501130165662	-10.9591965751908	-11.0890945628045	NA	-8.91515710685994	NA	NA	NA	-11.0648165298103	NA	NA	NA	-10.9342098033988	-2.38455068367813	NA	-11.2292176610376	-8.78497721965027	NA	NA	-7.66703430918999	NA	NA	NA	-8.12546530586926	-6.90640598448833	-8.8147423703349	-10.8524007848439	-9.6653943088305	NA	NA	-12.4167326794778	NA	NA	NA	NA	NA	-9.14936375695694	-10.7743039981505	-10.9915771372203	NA	-5.51040432060916	NA	-1.5695923161536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6438417214138	NA	NA	-9.82396276481553	NA	NA	NA	NA	NA	-5.47487584989847	-10.0720293265018	-11.5208795234853	NA	NA	NA	NA	NA	NA	NA	-10.832594475011	NA	NA	-10.8459665544723	NA	-11.3962188356741	NA	-8.93594865699771	NA	NA	-10.4676835783879	NA	NA	NA	NA	NA	NA	NA	-10.8161973748362	NA	NA	-11.1470915072167	NA	NA	NA	-10.7119798873706	-12.908034054878	-12.5697171313995	-11.7846353622874	-7.58137259860074	NA	-5.04528045393498	NA	NA	NA	-10.8428787963737	-9.12517673078824	NA	-10.5951698338248	-11.1122144885171	-10.0930398197943	-5.86240309211094	-9.6792021256721	-2.09944905009702	NA	NA	NA	-11.130488534287	NA	NA	NA	NA	NA	NA	NA	NA	-8.60265799550185	-9.948881727797	-8.99615445952668	NA	NA	NA	NA	-11.6567137441379	-11.035913720891	NA
SLC_SMT_NEG_155I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.80176816233422	NA	NA	NA	NA	NA	NA	NA	-0.221500079612649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.17413736539082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.00557839388856	NA	NA	NA	NA	NA	NA	-6.49544730589418	NA	NA	NA	NA	-6.38702921551405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.45319678623088	NA	NA
SLC_SMT_NEG_192I	NA	NA	NA	NA	NA	-8.4994436337261	-6.93295773612124	NA	-6.85356938896919	-6.83045214934453	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.93783003530593	NA	-5.56264126593796	NA	-7.32764996608791	NA	NA	NA	-7.90128256415099	NA	-6.9242031792929	-8.41117107305891	-6.34730668030247	NA	NA	NA	NA	-1.99039143777029	NA	NA	-6.31536588144725	NA	NA	-4.77222575680651	NA	NA	-8.0438650843373	-8.05787829145682	-5.16550496628367	-7.23155148568333	-7.48687685601028	NA	NA	NA	-9.21984577112021	NA	-6.53997634384044	-7.91601184406725	NA	-7.86092134155798	-7.33093590162865	-4.65471208005128	-7.87905210165828	NA	-3.34222441890277	-7.45240937823216	-5.70968009000421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.17506977425063	-8.7113772482666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.5193414204481	NA	NA	NA	NA	NA	-6.55559885387267	NA	NA	NA	NA	-7.29807586653809	NA	NA	-4.72612667822841	NA	NA	NA	NA	-9.42297183278714	NA	-6.92061374602626	-7.82916975366819	NA	-5.86905199860871	NA	NA	NA	-8.05281784247443	-7.82181801826442	-7.0993036873849	-8.18477529744456	-7.50672901951422	-5.71289161742411	-4.15731003398373	-4.98564836939612	-3.48378371968777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.29569385563897	-7.55745577520768	NA	NA	NA	NA	NA	NA	-7.53206505529529	NA
SLC_SMT_NEG_158I	NA	NA	-8.91764189932092	NA	NA	NA	NA	NA	NA	-2.55246024485519	NA	NA	NA	NA	-10.6900058813372	-10.4559844883459	-11.5908072006103	-11.2431469706847	-10.7308909154635	NA	NA	NA	-10.0520741399661	-5.00193235285865	-10.3854154861233	NA	NA	NA	NA	NA	NA	-10.3182332376488	NA	NA	NA	NA	-0.640338302600589	NA	NA	-5.64863705320439	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.32128514870354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.64896838814627	NA	NA	-10.7719242808126	-11.5938024960297	-11.6678637752475	-11.7817434691386	-11.8756413033015	-11.8578059433322	NA	NA	NA	NA	NA	-9.03533712242229	-10.4153687082249	NA	-7.42348032440875	NA	NA	NA	NA	-8.43058180217139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7651553301901	NA	NA	NA	NA	NA	-6.54075368562995	NA	NA	NA	-10.3441886059582	NA	NA	NA	NA	NA	NA	-7.05600092248653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.24314697068468	NA	NA	-7.6320148524374	NA	NA	NA	-10.8971112164934	-11.4022822590914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.798391659664	NA	-10.9526705075865	NA	NA	NA	NA	-8.26782071976282	NA	-11.8764827702492	NA	NA	-10.1893558617502	-10.4476234389174	NA	NA
SLC_SMT_NEG_110I	NA	NA	-11.8177627518071	NA	-11.318410928595	-8.85391234204961	-5.9421733774244	-10.3359991387274	-6.44117056057355	-3.89965039607252	NA	NA	-11.5586775820793	NA	NA	-11.2251823375339	-12.0571787653952	NA	-11.4273079071918	-10.8923704070276	NA	-4.7493473601514	NA	-6.31865926578602	-11.7583479714945	-10.987378894117	NA	-8.62194565815941	NA	-11.6417435190088	-11.7480368254636	-9.86039585681583	NA	NA	NA	-11.3039685719989	-2.35764713741874	-11.2159751943405	-11.8414697190138	-9.36525054710958	NA	-11.236349072246	-5.61020294084198	NA	NA	NA	-8.11665500197248	-4.40067240513677	-7.99199761432359	-10.5362019540939	-10.6186641142859	-13.8580068417528	-13.4684494347511	-11.9185505837247	NA	-11.3288313832441	-11.6082001016781	NA	NA	-8.65936573900253	-8.72471653129377	-9.48988625343768	NA	-4.31692759054348	-10.3536958442916	-1.78441549265285	-10.9811596468634	NA	NA	NA	NA	NA	NA	NA	NA	-12.1470857377483	-11.799162434328	-11.8030115973156	NA	NA	NA	NA	-11.4073379204477	NA	NA	-10.5640689659887	-11.3481693082898	NA	NA	NA	-11.7690228960132	-6.0057938675285	-9.7257348753876	-11.2754076467088	NA	-11.8134260648219	-11.4136620732196	-11.1415453913414	-11.7745354629569	-11.1422016092472	NA	-10.5025297274452	NA	-11.84665543465	-9.57026883642168	NA	-12.0601875152675	NA	-8.45486197726822	NA	NA	-10.514071107621	NA	NA	-11.1854124089509	NA	NA	-12.0931607413042	NA	-9.42999539600613	NA	NA	-10.569669717113	-13.1068201412105	NA	NA	-9.8888261837716	-12.0794498936916	-13.1746316112137	-10.9452964406383	-7.66201849340952	NA	-5.5895792085742	NA	NA	NA	-9.2029826111188	-7.597040116584	-11.2537693671034	-10.3501715860925	-10.6551281066322	-9.55833346877033	-7.62628351080357	-9.42902274757068	-2.87886115096477	NA	-11.5550528752832	NA	-11.1968585803901	-11.7150256424438	NA	NA	NA	NA	-11.2051603382924	NA	NA	-7.8686238561566	-9.03339723834776	-9.44437529977223	NA	NA	-10.9672220686563	NA	-11.454527199647	-11.0167332396767	NA
SLC_SMT_NEG_153I	NA	NA	NA	NA	-9.80348076139979	-10.0976860591945	-10.388717439708	NA	-8.22415851655641	-5.98061422224818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.15504802454043	NA	-10.5634008579268	NA	NA	NA	-9.73108760310211	NA	NA	NA	NA	NA	NA	NA	-10.5180672953389	-0.802291690903511	NA	NA	-10.1855607640164	NA	NA	-7.56746875180214	NA	NA	NA	-10.4716732509025	-8.33554069229626	-9.82680670944772	NA	-9.63331209028256	NA	NA	-11.8921229361459	NA	-9.85221642794347	-10.4295991764525	NA	NA	NA	-8.76982673767697	NA	NA	-4.33008783292983	NA	-8.17088006493284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.86703798673121	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.64054219027359	-10.7293156984113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.26057712921953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.9064199254579	NA	NA	-7.73599775425712	NA	NA	NA	NA	NA	NA	-10.7769686740027	-8.97652074319117	-10.3579531033795	-7.58706152607155	NA	NA	NA	-10.8209120215903	-10.6967692272854	NA	-10.8598362137178	NA	-9.48172813416539	-8.93010866660767	-7.08596792686131	-1.91335145760211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6755393607253	-9.21669174049329	-10.4338366671359	NA	NA	NA	NA	NA	-8.22122576148662	NA
SLC_SMT_NEG_191I	-11.8626641547811	-11.1498861020768	-10.9226415628005	-10.6895955976004	NA	-9.32048208031786	-6.58520416905659	-10.8976022835685	-6.45040214138583	-9.88434497735923	NA	NA	NA	NA	-10.8367874898213	-10.9582539393209	NA	NA	-11.2493639162344	-8.44925946194952	NA	-4.89444615913269	NA	-6.08019046395494	-10.1290436465468	-9.96459234157433	-10.9480057256981	-8.57309216317662	NA	-8.11242264736517	NA	-8.19486256076871	-11.009146020512	NA	NA	-10.4763440677213	-1.53604597820048	NA	NA	-7.68010833118391	-10.8043370339115	NA	-6.2872803578986	-11.2608364119647	-11.2235598591699	-9.14268119716385	-8.24712364998582	-5.466894803264	-9.70940588751433	-10.5139034209554	-9.21647322029708	-13.0940089420807	-12.812648617074	-12.1088916398618	NA	-7.24032482237744	-10.8703183158147	NA	-11.142345397744	-9.01012602906859	-8.16365490470305	-10.7358615179845	NA	-3.79144693992572	-11.2601075940452	-4.35248126587209	-10.4687460307504	NA	NA	NA	NA	NA	NA	NA	-8.64919759374931	NA	-10.7237532216399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.856702140311	NA	-6.75928623103269	-10.0479313151303	-11.3045017134037	-10.6814737808919	-11.1600473994775	NA	-10.6159483244227	NA	NA	-10.5669952100113	NA	NA	NA	-11.1369832096685	NA	-11.3489099216497	NA	-7.84272216219439	NA	-11.5042057584305	NA	NA	-10.6257724798528	-9.69382133453788	-11.0149131272282	-11.3215841720721	NA	NA	-9.87929979994222	-12.0810791634687	NA	-4.89514613787189	NA	-11.3915325622286	-11.7792680363706	-10.8836151384281	-12.4362759045766	-12.9869082087802	-10.7763471777341	-7.85834199730509	-8.28683957326909	-6.20476818378836	NA	-10.9637021004529	NA	-8.91728854188509	-8.50731576092061	-9.21506006018714	-9.97657487789487	-9.75837895454588	-8.08492981112961	-5.65553302555819	-6.7967797382467	-2.08068978739178	-11.2769642683854	-10.517208565679	-11.0530350829632	NA	-11.2391304602789	NA	NA	-11.2258349553101	NA	NA	NA	NA	-6.64011961679568	-10.0332254542278	-10.988114576474	NA	-11.4909770241059	NA	NA	-11.6927391533388	-11.5170344217907	NA
SLC_SMT_NEG_156I	NA	NA	-9.06928259196795	NA	NA	NA	NA	NA	NA	-4.40524426114828	NA	NA	NA	NA	-10.0622448123562	NA	NA	NA	-10.0582252492702	NA	NA	NA	NA	-4.91408331716288	-10.5181703738894	-9.59713977155509	NA	NA	NA	NA	NA	-8.53022594251576	NA	NA	NA	-10.7913065724968	-0.36714344564163	NA	NA	-6.35765628568927	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5795485884055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.73135816837724	-7.78760683090584	NA	NA	-10.5656815422484	-11.0674964381688	-11.3761914943703	-11.4995448188831	-11.5886881068399	-11.6897655331861	NA	NA	NA	NA	-10.1588281530078	-6.89118655252248	-9.01622905644889	NA	-5.99939503832795	NA	NA	NA	-10.6457571096035	-10.4282021456492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.99726817628146	NA	NA	NA	-10.998163315009	NA	-10.1109865727789	NA	NA	NA	NA	-5.49198723592183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.57229426371345	NA	NA	-10.0410583908211	NA	-6.76527205451744	NA	-7.79867615662316	-9.08118390177689	NA	NA	NA	NA	NA	-10.8135095354601	NA	NA	NA	NA	NA	NA	-10.1175857543902	NA	NA	NA	NA	-6.25226455461832	NA	-11.7092754818856	NA	NA	-10.7019647586258	-7.92118854158675	NA	NA
