feature	s__Bifidobacterium_pseudolongum	s__GGB80032_SGB42945	s__Atopobiaceae_bacterium_FL090493	s__Coriobacteriaceae_bacterium	s__Parvibacter_caecicola	s__Adlercreutzia_caecimuris	s__Adlercreutzia_mucosicola	s__Adlercreutzia_muris	s__Eggerthellaceae_bacterium	s__Enterorhabdus_sp_P55	s__Bacteria_unclassified_SGB63107	s__bacterium_D16_63	s__bacterium_D16_76	s__GGB14001_SGB21428	s__GGB30048_SGB42949	s__GGB28904_SGB41597	s__GGB28898_SGB41580	s__Bacteroides_SGB40318	s__Bacteroidales_bacterium	s__GGB27849_SGB40283	s__Barnesiella_sp_CU968	s__Duncaniella_dubosii	s__Duncaniella_muris	s__GGB27919_SGB40357	s__GGB3583_SGB21441	s__GGB46159_SGB63927	s__GGB70852_SGB95305	s__Muribaculaceae_bacterium	s__Muribaculaceae_bacterium_Isolate_013_NCI	s__Muribaculaceae_bacterium_Isolate_110_HZI	s__Muribaculum_gordoncarteri	s__Muribaculum_intestinale	s__Paramuribaculum_intestinale	s__GGB1503_SGB2082	s__GGB24146_SGB35950	s__GGB27872_SGB40306	s__GGB24149_SGB35953	s__GGB27861_SGB40295	s__GGB75879_SGB103683	s__GGB27866_SGB40300	s__GGB27885_SGB40319	s__GGB27485_SGB39778	s__GGB75725_SGB102612	s__GGB27929_SGB40368	s__GGB27860_SGB40294	s__Lactobacillus_intestinalis	s__Lactobacillus_johnsonii	s__Ligilactobacillus_murinus	s__Limosilactobacillus_reuteri	s__GGB28981_SGB41694	s__GGB28772_SGB41425	s__GGB28778_SGB41431	s__GGB30298_SGB43262	s__GGB79760_SGB63182	s__GGB28967_SGB41417	s__GGB3171_SGB4185	s__GGB28330_SGB40904	s__Clostridiaceae_bacterium	s__Clostridium_SGB40327	s__GGB24132_SGB35935	s__Clostridiales_bacterium	s__Dorea_sp_5_2	s__GGB25041_SGB36960	s__GGB27873_SGB41457	s__GGB27876_SGB40310	s__GGB28766_SGB41418	s__GGB28988_SGB41701	s__GGB30861_SGB44083	s__GGB42598_SGB59794	s__GGB42646_SGB59844	s__Lachnospiraceae_bacterium	s__Lachnospiraceae_bacterium_MD308	s__Lachnospiraceae_unclassified_SGB41402	s__GGB28849_SGB41516	s__GGB28879_SGB43526	s__GGB30461_SGB63209	s__GGB30466_SGB63211	s__GGB45650_SGB63364	s__GGB75074_SGB102167	s__Neglectibacter_sp_X4	s__Hungateiclostridiaceae_bacterium_KB18	s__Faecalibaculum_rodentium	s__Turicibacter_sp_TS3	s__GGB24148_SGB35952	s__Parasutterella_sp_NM82_D38	s__Turicimonas_muris	s__GGB28310_SGB40880	s__GGB28317_SGB40889	s__Akkermansia_muciniphila
X72_SLC_SMT_NEG_137J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X71_SLC_SMT_NEG_101J	0.00722227931650205	0.0123016779380402	0.00561045565005929	0.139229121323847	0.000948152804830706	0.00815960159049955	0.000566316423344752	0.0110187413912322	0.000872098410535363	0.00189534289580957	0.00250534246018155	0	0.000436470392577861	0.0114574982292082	0.00298657904686996	0	0	0.00766717345528351	0.0116256121355857	0.0176738619097692	0.000814576257887936	0.00842145975819998	0.00236201843548891	0.286355986070493	0.00767367177378342	0.00201917196500246	0.031170628755637	0.00336456457294856	0.00163348472810915	0.00185165975478234	0.0184157532718432	0.0113653183778945	0.0104588029471559	0.0175851718961684	0.00765814801292251	0.000667882734713849	0.00225226905637917	0.00116921597305942	0.000888584885248119	0.00170929844394153	0.00127427212214143	0.000153191841674005	0.000283639568598296	0.00161170332721128	0.00183541395853254	7.90628750823421e-05	0.000417577133235506	5.3189940314148e-05	0	0.00236189809625743	0.00837296304791355	0.000295553152514813	9.98815621283774e-06	0.000291822636338934	0.00161964571648895	0	7.28052350453835e-05	7.77391435360624e-05	0.000823481361017454	0.0465031705777318	0.000304097237949891	0.000362341425986198	0	0	0.00453173477907281	0.00112420910048591	0.000228163182886028	0.00338321715382795	0.00290498904792654	0	0.00162289487573891	0.00125441614894724	0.0290258226329694	0	3.88695717680312e-05	0	0	0.000427805967911303	0.000120459570711453	0.000301209096394372	0	0.0651233802038595	0	0.0101756447354835	0.000375819419911955	0.00236262013164631	0.130250972280821	0.000125634157665092	0.0198045883423536
X70_SLC_SMT_NEG_17J	0.0364623522346805	0.00136968271073782	0	0.140780760276734	2.59129161490939e-05	5.51163613329933e-05	0	0.00520191508789826	0.000407202968057189	0.000207303329192751	0	0	0	0.00332137774450687	0.00264640797624238	0	0	0.0248040078643644	0.0106115448211186	0.0194836337312131	0	0.00579503294642196	0.00335181513807882	0.134641044413916	0.00522947326856475	0.0154379282829197	0.125259746135685	0.00791043179967259	0.00187272233693372	0.00333371722838739	0.0138638214558946	0.0212132180551328	0.00183693783368021	0.02965918345522	0.00213925518875297	0	0.00300754353781229	0.000727206916692031	0.0102364245111508	0.00113276462023182	0.000464787226166287	0.000334811329291467	0	0.00113523251700792	0.00541785605580737	0	0	0	0	0	0.00054951834881253	0	0	0	0	0	0	0	0.000577899161737728	0.0148879986179778	0	0	0	0	0.00117842071058975	0	0	0.000920936813616209	0.00612079532086771	0	0.00104803349758557	0.000250080206645223	0	0	0	0	0	0	0	0	0	0.245758096758006	0	0.00421557900971529	0.000552397561717985	0.00113564383313727	0.0114572107830636	0	0.0719692171008794
X69_SLC_SMT_NEG_141I	0	0	0.154390940227399	0.148970278842282	2.85945679369834e-05	0.00412096588107012	0.00987897077653255	0.00869935435999294	0.000262508992358192	0.00154428764687518	0.00017572990801779	0	0	0.0321107949018419	0	0	0	0.00430022486551052	0.00038304052556092	4.48826129643789e-05	3.61956556164346e-05	0	0.00484840806982142	0	0	0.00311563154632365	0	6.30709299116374e-05	0	0	0.0909939779477968	0.0335786192262274	0	0	0.00313300546101954	0.000126684794657521	0.00121472620248755	0.00142312268969917	0	0.000575148967745146	0.00217635428307717	0	0	0	0.000993751724949213	0	5.44744617027341e-05	0.000609263373163636	8.91318019554703e-05	0	0	0	0	0	0	9.91760963890309e-05	0	0	0.000137091045647246	0.00304604539840106	0.000142339415711629	0	0	0.000322050845847227	0.000307844051017777	0	0	0.00652969627320481	0	0	0	0.00746770668850471	0	0	0	0	0	0	0	0	0	0.198754236022821	0	0	0.00105926586161496	0.011168350518729	0.0336207871650205	0.000893399269752648	0.228509870102841
X68_SLC_SMT_NEG_18I	0.0291596180624211	0.00335006167201785	0.000486889857646964	0.341412315363185	0	0	0	0.00625047731735615	0	0	0	0	0	0.0202187970451833	0.000460107776951299	0.0027121041404469	0	0	0	0	0	0	0	0	0	0.00601257711617669	0	0	0	0.00436819920846397	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287112274457741	0	0	0	0.0001127776679294	0	0	0.000483123627549136	0	0	0	0.00077103099502753	0	0.00498460553447513	0	0	0	9.62481025000445e-06	0.000841752426864519	0	0	0	0	0	0.00187411794368021	0	0	0	0.00267758036455015	0.0419587325798781	3.70345959619736e-05	0	0	2.92929007608831e-05	0.000473289582293697	0	0	0	0.390776920960431	0	0.000817062696223204	0.00328875581542543	0	0.0301323516026878	0	0.103429675591586
X67_SLC_SMT_NEG_88I	0.0465312888461605	0.00209477568818783	0.000235135135775438	0.167447015228939	0.000352761931657055	0.000687873921132477	0.00016323235118315	0.00846131120828187	0.00106598543417792	0.00160472326667499	0.000479983662550163	8.2800735469537e-05	4.19334196798514e-05	0.00345476888407589	0.00385124107522974	0	0	0.0200400286473961	0.00712536457791644	0.0223489727615194	9.47647902369523e-06	0.00436474778232622	0.00283986385142587	0.154701743222008	0.00309335966530971	0.0186039867073429	0.0870228622425566	0.00529628567035547	0.00109832391884628	0.00405107632664191	0.0127153026420187	0.00652526654374094	0.00168136429077913	0.0168447968325817	0.00299504119543888	0	0.00322306897194654	0.000263919940809912	0.00589081627310454	0.00083795765767025	0.00101765539115707	0.000398722854921977	8.90789028227351e-05	0.000435325755150999	0.00530978965296423	0.000199124515485396	1.59915583524857e-05	8.29191914573332e-06	0	0.000555913950727521	0.000476903806867462	0	0	0	0	4.92776909232152e-05	0	0	0.0014987051575974	0.0164286609474536	0	0	0	0	0.00126475458169992	0	0	0.00170316019253362	0.00465330656859774	0	0.0017381047089335	0.000294836953624718	0.00123952345629934	0	0	0	0	0	3.07985568270095e-06	0	0	0.265647266023956	0	0.00233381987156054	0.000853949216022736	0.000529379809461174	0.00564111105083018	0	0.0694858086172941
X66_SLC_SMT_NEG_193J	0.00433384827736811	0.0105624736454573	0.00657666944377047	0.146298801414977	0.000324802274239418	0.00803743060440368	9.00524760337615e-05	0.0100944440866508	0.00118028812382218	0.00318922123820102	0.00167764239829741	0.000267774953362423	0.000420430754981153	0.00759631794105114	0.0041756671619933	5.96125594234188e-05	0	0.0152437070161321	0.00618743896967802	0.0146534362268413	0.000802412422953238	0.00737837219339724	0.00212215135542663	0.173557075084426	0.00337289990237683	0.00254970418914842	0.0448613150049045	0.00736597825565997	0.000678397009152733	0.00726634518971887	0.0354844266877419	0.0248241955415635	0.0292456377837987	0.0166800097924781	0.0045611211601699	0.00147371269884128	0.00224611607827524	2.35712926291579e-05	0.00119965206744441	0.00171614217625837	0.00223318988554313	0.000397670517582245	0.000541252638812546	0.00134254986082419	0.00250527356981626	0.000676597480360614	0.00261560242660628	0.00036322601577254	8.58958179787272e-05	0	0.00189974480400635	0.000515957853819106	0.000446207104017555	0.00037240107806475	0.00165374161448097	0.000231074704193584	0.00585161141340238	0.000418352425953636	0.000897153812036886	0.0284164605382472	0.000721611045639522	1.61957591290666e-05	0.000276721906371125	7.9838249227793e-06	0.00277342870531786	0.000356103937031902	0.00035671222845459	0.00337974318088207	0.000210443486774084	0.000291853155510488	0.0100037072827665	0.00201314046338576	0.0170776296191084	5.13245887892955e-05	0.000101559322112942	0.000100798957834582	0.000199595623069483	0.000604996510815054	0.000628111584877196	0.000520367966633593	0.000372274350685024	0.223753359321064	4.91448778579971e-05	0.00147024036863677	0.00195005557375783	0.000861746182141258	0.0620429624572926	0.000510052357923844	0.00945487634664632
X65_SLC_SMT_NEG_159J	0	0	0.0416371219225813	0	0	0	0	0	0	0	0	0	0	0.0656236418948283	0	0	0	0	0	0	0	0	0	0	0	0.154135882949442	0	0	0	0.0658142531469918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000838689509519126	0	0.00630542022156652	0.0205021462826994	0	0	0	0	0	0	0	0	0	0	0.00165450566877864	0	0.42540619257836	0	0.00166975456895171	0.00134952766531714	0	0.105164040043612	0	0.109898823547352
X64_SLC_SMT_NEG_103J	0.00697168861326961	0.00936887664919341	0.0148109586818693	0.151702170683568	0.00130813199158644	0.00557611522667964	0.000759715262324912	0.0103057279710558	0.000843885782203619	0.00216284800475891	0.000891858617367649	0	0	0.0132351237328448	0.00375111227925772	0.00111674945372751	0	0.00655643284464521	0.00209008920476013	0.00690103771057349	0.00157641643793558	0.0174346366486584	0.00121807389648305	0.255605226015291	0.00284609747527691	0.00108673008869305	0.00769447932974099	0.00458903780012278	0.000165578967429788	0.0010061211883947	0.0227429035456722	0.0249503081382426	0.00739973713793775	0.0283279591643597	0.0038945946680665	0.00134941770427306	0.0012712801318468	0.000245388320475402	7.54481862125199e-05	0.000377749733859794	0.000365683838954902	0	1.35923032964752e-05	0.000535623973217784	0.00118689155362643	1.13390337660435e-05	0.000399700940253032	0.00136104748249464	0.000332175540453965	0.000411912207385694	0.000853189604780885	0	0	0	0.000525375231160014	0	0	0.000493102596595121	0.000180188876320652	0.0354107848457593	7.14504499488508e-05	0	0.00348980569984153	0.000331666737656771	0.00883870413451699	0.000582361144445771	0.00135843078239478	0.00271439023691748	8.06815864122323e-06	0	0.000818518328457791	0	0.0163920270310935	0	0	0	0	0	0.000146389833364176	0	0	0.160522921347955	0.019520655431041	0.00333338518276124	0.00206443100655876	0.0104958021588648	0.0833344841968032	0	0.0216861928220137
X63_SLC_SMT_NEG_155J	0.0124113475177305	0	0	0.114827503305686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.872761149176584	0	0	0	0	0	0	0
X61_SLC_SMT_NEG_137I	0	0	0.0499436169125691	0	0	0	0	0	0	0	0	0	0	0.140326088124946	0	0.00820912368624557	0.000289070980006312	0	0	0	0	0	0	0	0	0.0887320986773319	0	0	0	0.0569434862348725	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00978269555321542	0	0	0	0.000565838311670062	3.53567999738904e-05	0	0	0	0	0	0	0	0	0	0	0	0.00072164135331325	0.0093645010216561	0	0	0	0	0	0.0142135631015917	0	0	0	0.0058078400660408	0	0.00116237098815262	0	0	0.00035007117336786	0	0	0.00167769958557427	0.00706074000357712	0.376099476680507	0.0022220388906668	0.00922398040637526	0.00613990905920218	0	0.042840526456276	0	0.168288265932868
X60_SLC_SMT_NEG_101I	0.014045444439919	0.0184423311048407	0.0156097388873482	0.279173637461921	0.0015207121145655	0.0124863383654498	0.000974376441881273	0.0249672289392916	0.0018244913513714	0.002462401806799	0.00474995544484721	0	0.000399504717917242	0.00997672236471512	0.00428378013439442	0	0	0.00398648636378848	0.00374003864819018	0.0105155348966074	0	0.00367103328782266	0.000933647714145554	0.112005817203763	0.00423656594045875	0.00154250328099735	0.0103297911446407	0.00230104340774411	0	0.00496916420240569	0.0279860837460468	0.00908587872748927	0.00914087548086489	0.0226931650709393	0.00752469730383605	1.97158172478639e-05	0.00519174540238816	0.000120370252671169	0.000338281916989664	0.000420517628405097	0.000287176443334017	0.000202865382734599	0.000259418647998209	5.00677990636543e-05	0.00279160407110873	9.20936200393642e-05	0.000957773648409388	0.000197417591126637	8.30139673594269e-05	0.00277603895222883	0.00649999364424312	0	0	0	0.00134093499150274	0	0	7.73067571034663e-05	0.000408324951949181	0.0402420583520742	0.000199752358958621	0	0	0	0.00183460867864333	0.0015360178147974	6.92647790155218e-05	0.00477408137911104	0.00148050222412578	0	0.00195108765159453	0.000806532576626432	0.0352422827492047	0	0	0	0	0.000229066666182419	0.000249041902078281	0.000154094676910936	0	0.178983561418532	0	0.00859064852846069	0	0	0.0335008053651927	0	0.0424629413975868
X59_SLC_SMT_NEG_17I	0.0338836299094343	0.00106153005961862	0	0.153709097528785	0	0	0	0.00433258999681427	0	0	0	0	0	0.00207072316024212	0.00247121467255268	0	0	0.0163507486460656	0.00273403722750649	0.0102705593228053	0	0.00176239020616211	0.000798707504664816	0.143768488599645	0.00128566877531516	0.0170880171119101	0.0824022664178765	0.00148363901151413	0	0.00242684203340463	0.00819642288262868	0.0128828562326492	0	0.0143187093250808	0.00117985709734674	0	0.000417557911982888	0	0.00696309106630865	0	0	0	0	0	0.00249738315205024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140831930096027	0	0	0	0	0	0	0	0.000184317116461111	0.00241318891366677	0	0	0	0.00489919446593547	0	0	0	0	0	0	0	0	0.388904564693032	0	0.00116506621763073	0	0.000587084148727984	0.00972898557320348	0	0.0536783780093751
X58_SLC_SMT_NEG_192J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X57_SLC_SMT_NEG_158J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
